"id","country","age","month","visitors"
"15489","Uzbekistan","41-50","1/1/2013",479
"15490","Uzbekistan","51-60","1/1/2013",283
"15491","Uzbekistan","61+","1/1/2013",81
"15492","Kazakhstan","Total","1/1/2013",1283
"15493","Kazakhstan","0-20","1/1/2013",344
"15494","Kazakhstan","21-30","1/1/2013",323
"15495","Kazakhstan","31-40","1/1/2013",193
"15496","Kazakhstan","41-50","1/1/2013",157
"15497","Kazakhstan","51-60","1/1/2013",123
"15498","Kazakhstan","61+","1/1/2013",73
"15499","USA","Total","1/1/2013",59353
"15500","USA","0-20","1/1/2013",7895
"15501","USA","21-30","1/1/2013",12518
"15502","USA","31-40","1/1/2013",9139
"15503","USA","41-50","1/1/2013",10319
"15504","USA","51-60","1/1/2013",9148
"15505","USA","61+","1/1/2013",5381
"15506","Canada","Total","1/1/2013",12543
"15507","Canada","0-20","1/1/2013",1514
"15508","Canada","21-30","1/1/2013",3409
"15509","Canada","31-40","1/1/2013",2064
"15510","Canada","41-50","1/1/2013",1889
"15511","Canada","51-60","1/1/2013",1619
"15512","Canada","61+","1/1/2013",665
"15513","Mexico","Total","1/1/2013",996
"15514","Mexico","0-20","1/1/2013",106
"15515","Mexico","21-30","1/1/2013",246
"15516","Mexico","31-40","1/1/2013",190
"15517","Mexico","41-50","1/1/2013",112
"15518","Mexico","51-60","1/1/2013",76
"15519","Mexico","61+","1/1/2013",29
"15520","Brazil","Total","1/1/2013",1539
"15521","Brazil","0-20","1/1/2013",132
"15522","Brazil","21-30","1/1/2013",396
"15523","Brazil","31-40","1/1/2013",293
"15524","Brazil","41-50","1/1/2013",168
"15525","Brazil","51-60","1/1/2013",135
"15526","Brazil","61+","1/1/2013",74
"15527","United Kingdom","Total","1/1/2013",11040
"15528","United Kingdom","0-20","1/1/2013",1060
"15529","United Kingdom","21-30","1/1/2013",2320
"15530","United Kingdom","31-40","1/1/2013",1801
"15531","United Kingdom","41-50","1/1/2013",1890
"15532","United Kingdom","51-60","1/1/2013",1677
"15533","United Kingdom","61+","1/1/2013",690
"15534","Germany","Total","1/1/2013",8571
"15535","Germany","0-20","1/1/2013",717
"15536","Germany","21-30","1/1/2013",1912
"15537","Germany","31-40","1/1/2013",1488
"15538","Germany","41-50","1/1/2013",1698
"15539","Germany","51-60","1/1/2013",986
"15540","Germany","61+","1/1/2013",470
"15541","France","Total","1/1/2013",7890
"15542","France","0-20","1/1/2013",1300
"15543","France","21-30","1/1/2013",2181
"15544","France","31-40","1/1/2013",1407
"15545","France","41-50","1/1/2013",1100
"15546","France","51-60","1/1/2013",688
"15547","France","61+","1/1/2013",332
"15548","Netherlands","Total","1/1/2013",2519
"15549","Netherlands","0-20","1/1/2013",215
"15550","Netherlands","21-30","1/1/2013",480
"15551","Netherlands","31-40","1/1/2013",404
"15552","Netherlands","41-50","1/1/2013",453
"15553","Netherlands","51-60","1/1/2013",328
"15554","Netherlands","61+","1/1/2013",137
"15555","Sweden","Total","1/1/2013",1398
"15556","Sweden","0-20","1/1/2013",84
"15557","Sweden","21-30","1/1/2013",327
"15558","Sweden","31-40","1/1/2013",229
"15559","Sweden","41-50","1/1/2013",252
"15560","Sweden","51-60","1/1/2013",139
"15561","Sweden","61+","1/1/2013",68
"15562","Switzerland","Total","1/1/2013",1030
"15563","Switzerland","0-20","1/1/2013",83
"15564","Switzerland","21-30","1/1/2013",332
"15565","Switzerland","31-40","1/1/2013",179
"15566","Switzerland","41-50","1/1/2013",167
"15567","Switzerland","51-60","1/1/2013",158
"15568","Switzerland","61+","1/1/2013",62
"15569","Itary","Total","1/1/2013",3839
"15570","Itary","0-20","1/1/2013",148
"15571","Itary","21-30","1/1/2013",445
"15572","Itary","31-40","1/1/2013",599
"15573","Itary","41-50","1/1/2013",551
"15574","Itary","51-60","1/1/2013",263
"15575","Itary","61+","1/1/2013",149
"15576","Denmark","Total","1/1/2013",800
"15577","Denmark","0-20","1/1/2013",67
"15578","Denmark","21-30","1/1/2013",154
"15579","Denmark","31-40","1/1/2013",149
"15580","Denmark","41-50","1/1/2013",203
"15581","Denmark","51-60","1/1/2013",116
"15582","Denmark","61+","1/1/2013",49
"15583","Norway","Total","1/1/2013",1483
"15584","Norway","0-20","1/1/2013",115
"15585","Norway","21-30","1/1/2013",286
"15586","Norway","31-40","1/1/2013",301
"15587","Norway","41-50","1/1/2013",336
"15588","Norway","51-60","1/1/2013",254
"15589","Norway","61+","1/1/2013",93
"15590","Belgium","Total","1/1/2013",726
"15591","Belgium","0-20","1/1/2013",66
"15592","Belgium","21-30","1/1/2013",148
"15593","Belgium","31-40","1/1/2013",165
"15594","Belgium","41-50","1/1/2013",137
"15595","Belgium","51-60","1/1/2013",106
"15596","Belgium","61+","1/1/2013",36
"15597","Austria","Total","1/1/2013",866
"15598","Austria","0-20","1/1/2013",65
"15599","Austria","21-30","1/1/2013",178
"15600","Austria","31-40","1/1/2013",142
"15601","Austria","41-50","1/1/2013",145
"15602","Austria","51-60","1/1/2013",103
"15603","Austria","61+","1/1/2013",48
"15604","Spain","Total","1/1/2013",1764
"15605","Spain","0-20","1/1/2013",158
"15606","Spain","21-30","1/1/2013",396
"15607","Spain","31-40","1/1/2013",448
"15608","Spain","41-50","1/1/2013",258
"15609","Spain","51-60","1/1/2013",187
"15610","Spain","61+","1/1/2013",57
"15611","Greece","Total","1/1/2013",752
"15612","Greece","0-20","1/1/2013",18
"15613","Greece","21-30","1/1/2013",92
"15614","Greece","31-40","1/1/2013",133
"15615","Greece","41-50","1/1/2013",92
"15616","Greece","51-60","1/1/2013",67
"15617","Greece","61+","1/1/2013",32
"15618","Portugal","Total","1/1/2013",963
"15619","Portugal","0-20","1/1/2013",221
"15620","Portugal","21-30","1/1/2013",135
"15621","Portugal","31-40","1/1/2013",139
"15622","Portugal","41-50","1/1/2013",217
"15623","Portugal","51-60","1/1/2013",128
"15624","Portugal","61+","1/1/2013",30
"15625","Finland","Total","1/1/2013",863
"15626","Finland","0-20","1/1/2013",36
"15627","Finland","21-30","1/1/2013",221
"15628","Finland","31-40","1/1/2013",137
"15629","Finland","41-50","1/1/2013",108
"15630","Finland","51-60","1/1/2013",69
"15631","Finland","61+","1/1/2013",20
"15632","Ireland","Total","1/1/2013",847
"15633","Ireland","0-20","1/1/2013",32
"15634","Ireland","21-30","1/1/2013",327
"15635","Ireland","31-40","1/1/2013",167
"15636","Ireland","41-50","1/1/2013",91
"15637","Ireland","51-60","1/1/2013",63
"15638","Ireland","61+","1/1/2013",39
"15639","Ukraine","Total","1/1/2013",2338
"15640","Ukraine","0-20","1/1/2013",61
"15641","Ukraine","21-30","1/1/2013",206
"15642","Ukraine","31-40","1/1/2013",204
"15643","Ukraine","41-50","1/1/2013",141
"15644","Ukraine","51-60","1/1/2013",91
"15645","Ukraine","61+","1/1/2013",17
"15646","Russia","Total","1/1/2013",14631
"15647","Russia","0-20","1/1/2013",2011
"15648","Russia","21-30","1/1/2013",2131
"15649","Russia","31-40","1/1/2013",2297
"15650","Russia","41-50","1/1/2013",1792
"15651","Russia","51-60","1/1/2013",1466
"15652","Russia","61+","1/1/2013",631
"15653","Croatia","Total","1/1/2013",826
"15654","Croatia","0-20","1/1/2013",8
"15655","Croatia","21-30","1/1/2013",59
"15656","Croatia","31-40","1/1/2013",93
"15657","Croatia","41-50","1/1/2013",52
"15658","Croatia","51-60","1/1/2013",35
"15659","Croatia","61+","1/1/2013",17
"15660","Romania","Total","1/1/2013",1248
"15661","Romania","0-20","1/1/2013",21
"15662","Romania","21-30","1/1/2013",99
"15663","Romania","31-40","1/1/2013",130
"15664","Romania","41-50","1/1/2013",111
"15665","Romania","51-60","1/1/2013",55
"15666","Romania","61+","1/1/2013",21
"15667","Bulgaria","Total","1/1/2013",709
"15668","Bulgaria","0-20","1/1/2013",23
"15669","Bulgaria","21-30","1/1/2013",46
"15670","Bulgaria","31-40","1/1/2013",57
"15671","Bulgaria","41-50","1/1/2013",43
"15672","Bulgaria","51-60","1/1/2013",29
"15673","Bulgaria","61+","1/1/2013",6
"15674","Poland","Total","1/1/2013",1272
"15675","Poland","0-20","1/1/2013",35
"15676","Poland","21-30","1/1/2013",292
"15677","Poland","31-40","1/1/2013",250
"15678","Poland","41-50","1/1/2013",101
"15679","Poland","51-60","1/1/2013",76
"15680","Poland","61+","1/1/2013",37
"15681","Australia","Total","1/1/2013",8773
"15682","Australia","0-20","1/1/2013",956
"15683","Australia","21-30","1/1/2013",1340
"15684","Australia","31-40","1/1/2013",1672
"15685","Australia","41-50","1/1/2013",1592
"15686","Australia","51-60","1/1/2013",1496
"15687","Australia","61+","1/1/2013",1081
"15688","New Zealand","Total","1/1/2013",2493
"15689","New Zealand","0-20","1/1/2013",280
"15690","New Zealand","21-30","1/1/2013",463
"15691","New Zealand","31-40","1/1/2013",480
"15692","New Zealand","41-50","1/1/2013",356
"15693","New Zealand","51-60","1/1/2013",403
"15694","New Zealand","61+","1/1/2013",325
"15695","South Africa Union","Total","1/1/2013",1566
"15696","South Africa Union","0-20","1/1/2013",31
"15697","South Africa Union","21-30","1/1/2013",682
"15698","South Africa Union","31-40","1/1/2013",222
"15699","South Africa Union","41-50","1/1/2013",163
"15700","South Africa Union","51-60","1/1/2013",114
"15701","South Africa Union","61+","1/1/2013",28
"15702","Total","Total","1/1/2013",1358909
"15703","Total","0-20","1/1/2013",210645
"15704","Total","21-30","1/1/2013",243204
"15705","Total","31-40","1/1/2013",235209
"15706","Total","41-50","1/1/2013",231317
"15707","Total","51-60","1/1/2013",144506
"15708","Total","61+","1/1/2013",90799
"15709","Japan","Total","1/1/2013",246926
"15710","Japan","0-20","1/1/2013",17388
"15711","Japan","21-30","1/1/2013",52650
"15712","Japan","31-40","1/1/2013",43005
"15713","Japan","41-50","1/1/2013",47572
"15714","Japan","51-60","1/1/2013",43411
"15715","Japan","61+","1/1/2013",37323
"15716","Taiwan","Total","1/1/2013",46894
"15717","Taiwan","0-20","1/1/2013",3474
"15718","Taiwan","21-30","1/1/2013",13147
"15719","Taiwan","31-40","1/1/2013",13251
"15720","Taiwan","41-50","1/1/2013",6975
"15721","Taiwan","51-60","1/1/2013",5332
"15722","Taiwan","61+","1/1/2013",3827
"15723","Hong Kong","Total","1/1/2013",27733
"15724","Hong Kong","0-20","1/1/2013",1572
"15725","Hong Kong","21-30","1/1/2013",7050
"15726","Hong Kong","31-40","1/1/2013",6211
"15727","Hong Kong","41-50","1/1/2013",5302
"15728","Hong Kong","51-60","1/1/2013",4415
"15729","Hong Kong","61+","1/1/2013",2328
"15730","Thailand","Total","1/1/2013",21411
"15731","Thailand","0-20","1/1/2013",920
"15732","Thailand","21-30","1/1/2013",3965
"15733","Thailand","31-40","1/1/2013",4794
"15734","Thailand","41-50","1/1/2013",3057
"15735","Thailand","51-60","1/1/2013",2479
"15736","Thailand","61+","1/1/2013",1182
"15737","Malaysia","Total","1/1/2013",17643
"15738","Malaysia","0-20","1/1/2013",959
"15739","Malaysia","21-30","1/1/2013",4854
"15740","Malaysia","31-40","1/1/2013",4004
"15741","Malaysia","41-50","1/1/2013",2331
"15742","Malaysia","51-60","1/1/2013",2000
"15743","Malaysia","61+","1/1/2013",1078
"15744","Philippines","Total","1/1/2013",36006
"15745","Philippines","0-20","1/1/2013",595
"15746","Philippines","21-30","1/1/2013",2531
"15747","Philippines","31-40","1/1/2013",3048
"15748","Philippines","41-50","1/1/2013",1994
"15749","Philippines","51-60","1/1/2013",1269
"15750","Philippines","61+","1/1/2013",526
"15751","Indonesia","Total","1/1/2013",16770
"15752","Indonesia","0-20","1/1/2013",527
"15753","Indonesia","21-30","1/1/2013",3056
"15754","Indonesia","31-40","1/1/2013",2453
"15755","Indonesia","41-50","1/1/2013",1648
"15756","Indonesia","51-60","1/1/2013",1075
"15757","Indonesia","61+","1/1/2013",525
"15758","Singapore","Total","1/1/2013",14129
"15759","Singapore","0-20","1/1/2013",1499
"15760","Singapore","21-30","1/1/2013",2770
"15761","Singapore","31-40","1/1/2013",2908
"15762","Singapore","41-50","1/1/2013",2310
"15763","Singapore","51-60","1/1/2013",2029
"15764","Singapore","61+","1/1/2013",1134
"15765","Myanmar","Total","1/1/2013",4994
"15766","Myanmar","0-20","1/1/2013",53
"15767","Myanmar","21-30","1/1/2013",674
"15768","Myanmar","31-40","1/1/2013",555
"15769","Myanmar","41-50","1/1/2013",269
"15770","Myanmar","51-60","1/1/2013",122
"15771","Myanmar","61+","1/1/2013",23
"15772","Vietnam","Total","1/1/2013",11527
"15773","Vietnam","0-20","1/1/2013",458
"15774","Vietnam","21-30","1/1/2013",2538
"15775","Vietnam","31-40","1/1/2013",1912
"15776","Vietnam","41-50","1/1/2013",1419
"15777","Vietnam","51-60","1/1/2013",1549
"15778","Vietnam","61+","1/1/2013",467
"15779","India","Total","1/1/2013",12485
"15780","India","0-20","1/1/2013",203
"15781","India","21-30","1/1/2013",1602
"15782","India","31-40","1/1/2013",2059
"15783","India","41-50","1/1/2013",1111
"15784","India","51-60","1/1/2013",562
"15785","India","61+","1/1/2013",207
"15786","Sri Lanka","Total","1/1/2013",1411
"15787","Sri Lanka","0-20","1/1/2013",13
"15788","Sri Lanka","21-30","1/1/2013",502
"15789","Sri Lanka","31-40","1/1/2013",408
"15790","Sri Lanka","41-50","1/1/2013",117
"15791","Sri Lanka","51-60","1/1/2013",53
"15792","Sri Lanka","61+","1/1/2013",15
"15793","Pakistan","Total","1/1/2013",983
"15794","Pakistan","0-20","1/1/2013",45
"15795","Pakistan","21-30","1/1/2013",340
"15796","Pakistan","31-40","1/1/2013",283
"15797","Pakistan","41-50","1/1/2013",154
"15798","Pakistan","51-60","1/1/2013",74
"15799","Pakistan","61+","1/1/2013",23
"15800","Bangladesh","Total","1/1/2013",1052
"15801","Bangladesh","0-20","1/1/2013",31
"15802","Bangladesh","21-30","1/1/2013",313
"15803","Bangladesh","31-40","1/1/2013",249
"15804","Bangladesh","41-50","1/1/2013",127
"15805","Bangladesh","51-60","1/1/2013",77
"15806","Bangladesh","61+","1/1/2013",26
"15807","Mongolia","Total","1/1/2013",4929
"15808","Mongolia","0-20","1/1/2013",569
"15809","Mongolia","21-30","1/1/2013",1413
"15810","Mongolia","31-40","1/1/2013",1310
"15811","Mongolia","41-50","1/1/2013",943
"15812","Mongolia","51-60","1/1/2013",413
"15813","Mongolia","61+","1/1/2013",200
"15814","China","Total","1/1/2013",483518
"15815","China","0-20","1/1/2013",20591
"15816","China","21-30","1/1/2013",109148
"15817","China","31-40","1/1/2013",87569
"15818","China","41-50","1/1/2013",81281
"15819","China","51-60","1/1/2013",73186
"15820","China","61+","1/1/2013",47857
"15821","Iran","Total","1/1/2013",516
"15822","Iran","0-20","1/1/2013",25
"15823","Iran","21-30","1/1/2013",89
"15824","Iran","31-40","1/1/2013",199
"15825","Iran","41-50","1/1/2013",116
"15826","Iran","51-60","1/1/2013",57
"15827","Iran","61+","1/1/2013",21
"15828","Israel","Total","1/1/2013",1025
"15829","Israel","0-20","1/1/2013",72
"15830","Israel","21-30","1/1/2013",156
"15831","Israel","31-40","1/1/2013",216
"15832","Israel","41-50","1/1/2013",193
"15833","Israel","51-60","1/1/2013",173
"15834","Israel","61+","1/1/2013",181
"15835","Turkey","Total","1/1/2013",1683
"15836","Turkey","0-20","1/1/2013",38
"15837","Turkey","21-30","1/1/2013",268
"15838","Turkey","31-40","1/1/2013",388
"15839","Turkey","41-50","1/1/2013",224
"15840","Turkey","51-60","1/1/2013",115
"15841","Turkey","61+","1/1/2013",30
"15842","Uzbekistan","Total","1/1/2013",3970
"15843","Uzbekistan","0-20","1/1/2013",216
"15844","Uzbekistan","21-30","1/1/2013",1254
"15845","Uzbekistan","31-40","1/1/2013",1301
"15846","Uzbekistan","41-50","1/1/2013",554
"15847","Uzbekistan","51-60","1/1/2013",330
"15848","Uzbekistan","61+","1/1/2013",101
"15849","Kazakhstan","Total","1/1/2013",1213
"15850","Kazakhstan","0-20","1/1/2013",90
"15851","Kazakhstan","21-30","1/1/2013",339
"15852","Kazakhstan","31-40","1/1/2013",264
"15853","Kazakhstan","41-50","1/1/2013",198
"15854","Kazakhstan","51-60","1/1/2013",159
"15855","Kazakhstan","61+","1/1/2013",89
"15856","USA","Total","1/1/2013",62646
"15857","USA","0-20","1/1/2013",4100
"15858","USA","21-30","1/1/2013",9214
"15859","USA","31-40","1/1/2013",9594
"15860","USA","41-50","1/1/2013",11108
"15861","USA","51-60","1/1/2013",13262
"15862","USA","61+","1/1/2013",10784
"15863","Canada","Total","1/1/2013",11585
"15864","Canada","0-20","1/1/2013",611
"15865","Canada","21-30","1/1/2013",2326
"15866","Canada","31-40","1/1/2013",2079
"15867","Canada","41-50","1/1/2013",1778
"15868","Canada","51-60","1/1/2013",2258
"15869","Canada","61+","1/1/2013",1564
"15870","Mexico","Total","1/1/2013",901
"15871","Mexico","0-20","1/1/2013",41
"15872","Mexico","21-30","1/1/2013",169
"15873","Mexico","31-40","1/1/2013",196
"15874","Mexico","41-50","1/1/2013",128
"15875","Mexico","51-60","1/1/2013",106
"15876","Mexico","61+","1/1/2013",62
"15877","Brazil","Total","1/1/2013",1541
"15878","Brazil","0-20","1/1/2013",49
"15879","Brazil","21-30","1/1/2013",317
"15880","Brazil","31-40","1/1/2013",342
"15881","Brazil","41-50","1/1/2013",222
"15882","Brazil","51-60","1/1/2013",168
"15883","Brazil","61+","1/1/2013",140
"15884","United Kingdom","Total","1/1/2013",10780
"15885","United Kingdom","0-20","1/1/2013",352
"15886","United Kingdom","21-30","1/1/2013",1825
"15887","United Kingdom","31-40","1/1/2013",2025
"15888","United Kingdom","41-50","1/1/2013",2214
"15889","United Kingdom","51-60","1/1/2013",2120
"15890","United Kingdom","61+","1/1/2013",1116
"15891","Germany","Total","1/1/2013",9443
"15892","Germany","0-20","1/1/2013",389
"15893","Germany","21-30","1/1/2013",1490
"15894","Germany","31-40","1/1/2013",1807
"15895","Germany","41-50","1/1/2013",2203
"15896","Germany","51-60","1/1/2013",1372
"15897","Germany","61+","1/1/2013",866
"15898","France","Total","1/1/2013",6536
"15899","France","0-20","1/1/2013",326
"15900","France","21-30","1/1/2013",1421
"15901","France","31-40","1/1/2013",1477
"15902","France","41-50","1/1/2013",1195
"15903","France","51-60","1/1/2013",768
"15904","France","61+","1/1/2013",496
"15905","Netherlands","Total","1/1/2013",2266
"15906","Netherlands","0-20","1/1/2013",70
"15907","Netherlands","21-30","1/1/2013",274
"15908","Netherlands","31-40","1/1/2013",427
"15909","Netherlands","41-50","1/1/2013",568
"15910","Netherlands","51-60","1/1/2013",369
"15911","Netherlands","61+","1/1/2013",148
"15912","Sweden","Total","1/1/2013",1651
"15913","Sweden","0-20","1/1/2013",86
"15914","Sweden","21-30","1/1/2013",281
"15915","Sweden","31-40","1/1/2013",331
"15916","Sweden","41-50","1/1/2013",324
"15917","Sweden","51-60","1/1/2013",264
"15918","Sweden","61+","1/1/2013",142
"15919","Switzerland","Total","1/1/2013",1195
"15920","Switzerland","0-20","1/1/2013",67
"15921","Switzerland","21-30","1/1/2013",252
"15922","Switzerland","31-40","1/1/2013",241
"15923","Switzerland","41-50","1/1/2013",238
"15924","Switzerland","51-60","1/1/2013",203
"15925","Switzerland","61+","1/1/2013",137
"15926","Itary","Total","1/1/2013",4068
"15927","Itary","0-20","1/1/2013",52
"15928","Itary","21-30","1/1/2013",345
"15929","Itary","31-40","1/1/2013",701
"15930","Itary","41-50","1/1/2013",661
"15931","Itary","51-60","1/1/2013",366
"15932","Itary","61+","1/1/2013",150
"15933","Denmark","Total","1/1/2013",882
"15934","Denmark","0-20","1/1/2013",41
"15935","Denmark","21-30","1/1/2013",74
"15936","Denmark","31-40","1/1/2013",176
"15937","Denmark","41-50","1/1/2013",272
"15938","Denmark","51-60","1/1/2013",173
"15939","Denmark","61+","1/1/2013",72
"15940","Norway","Total","1/1/2013",1754
"15941","Norway","0-20","1/1/2013",90
"15942","Norway","21-30","1/1/2013",239
"15943","Norway","31-40","1/1/2013",401
"15944","Norway","41-50","1/1/2013",442
"15945","Norway","51-60","1/1/2013",373
"15946","Norway","61+","1/1/2013",157
"15947","Belgium","Total","1/1/2013",910
"15948","Belgium","0-20","1/1/2013",37
"15949","Belgium","21-30","1/1/2013",155
"15950","Belgium","31-40","1/1/2013",191
"15951","Belgium","41-50","1/1/2013",223
"15952","Belgium","51-60","1/1/2013",154
"15953","Belgium","61+","1/1/2013",76
"15954","Austria","Total","1/1/2013",899
"15955","Austria","0-20","1/1/2013",20
"15956","Austria","21-30","1/1/2013",177
"15957","Austria","31-40","1/1/2013",179
"15958","Austria","41-50","1/1/2013",181
"15959","Austria","51-60","1/1/2013",121
"15960","Austria","61+","1/1/2013",59
"15961","Spain","Total","1/1/2013",1545
"15962","Spain","0-20","1/1/2013",38
"15963","Spain","21-30","1/1/2013",325
"15964","Spain","31-40","1/1/2013",450
"15965","Spain","41-50","1/1/2013",249
"15966","Spain","51-60","1/1/2013",148
"15967","Spain","61+","1/1/2013",76
"15968","Greece","Total","1/1/2013",719
"15969","Greece","0-20","1/1/2013",33
"15970","Greece","21-30","1/1/2013",76
"15971","Greece","31-40","1/1/2013",169
"15972","Greece","41-50","1/1/2013",97
"15973","Greece","51-60","1/1/2013",86
"15974","Greece","61+","1/1/2013",46
"15975","Portugal","Total","1/1/2013",696
"15976","Portugal","0-20","1/1/2013",19
"15977","Portugal","21-30","1/1/2013",124
"15978","Portugal","31-40","1/1/2013",158
"15979","Portugal","41-50","1/1/2013",118
"15980","Portugal","51-60","1/1/2013",118
"15981","Portugal","61+","1/1/2013",79
"15982","Finland","Total","1/1/2013",1004
"15983","Finland","0-20","1/1/2013",38
"15984","Finland","21-30","1/1/2013",114
"15985","Finland","31-40","1/1/2013",184
"15986","Finland","41-50","1/1/2013",196
"15987","Finland","51-60","1/1/2013",148
"15988","Finland","61+","1/1/2013",63
"15989","Ireland","Total","1/1/2013",664
"15990","Ireland","0-20","1/1/2013",12
"15991","Ireland","21-30","1/1/2013",153
"15992","Ireland","31-40","1/1/2013",159
"15993","Ireland","41-50","1/1/2013",115
"15994","Ireland","51-60","1/1/2013",71
"15995","Ireland","61+","1/1/2013",64
"15996","Ukraine","Total","1/1/2013",1967
"15997","Ukraine","0-20","1/1/2013",43
"15998","Ukraine","21-30","1/1/2013",263
"15999","Ukraine","31-40","1/1/2013",201
"16000","Ukraine","41-50","1/1/2013",152
"16001","Ukraine","51-60","1/1/2013",87
"16002","Ukraine","61+","1/1/2013",25
"16003","Russia","Total","1/1/2013",12661
"16004","Russia","0-20","1/1/2013",855
"16005","Russia","21-30","1/1/2013",1983
"16006","Russia","31-40","1/1/2013",2022
"16007","Russia","41-50","1/1/2013",1875
"16008","Russia","51-60","1/1/2013",1672
"16009","Russia","61+","1/1/2013",773
"16010","Croatia","Total","1/1/2013",610
"16011","Croatia","0-20","1/1/2013",12
"16012","Croatia","21-30","1/1/2013",45
"16013","Croatia","31-40","1/1/2013",77
"16014","Croatia","41-50","1/1/2013",69
"16015","Croatia","51-60","1/1/2013",48
"16016","Croatia","61+","1/1/2013",20
"16017","Romania","Total","1/1/2013",1032
"16018","Romania","0-20","1/1/2013",10
"16019","Romania","21-30","1/1/2013",109
"16020","Romania","31-40","1/1/2013",107
"16021","Romania","41-50","1/1/2013",92
"16022","Romania","51-60","1/1/2013",40
"16023","Romania","61+","1/1/2013",20
"16024","Bulgaria","Total","1/1/2013",616
"16025","Bulgaria","0-20","1/1/2013",5
"16026","Bulgaria","21-30","1/1/2013",62
"16027","Bulgaria","31-40","1/1/2013",51
"16028","Bulgaria","41-50","1/1/2013",54
"16029","Bulgaria","51-60","1/1/2013",29
"16030","Bulgaria","61+","1/1/2013",7
"16031","Poland","Total","1/1/2013",1180
"16032","Poland","0-20","1/1/2013",53
"16033","Poland","21-30","1/1/2013",202
"16034","Poland","31-40","1/1/2013",258
"16035","Poland","41-50","1/1/2013",138
"16036","Poland","51-60","1/1/2013",99
"16037","Poland","61+","1/1/2013",65
"16038","Australia","Total","1/1/2013",11647
"16039","Australia","0-20","1/1/2013",1659
"16040","Australia","21-30","1/1/2013",1396
"16041","Australia","31-40","1/1/2013",2112
"16042","Australia","41-50","1/1/2013",2056
"16043","Australia","51-60","1/1/2013",1966
"16044","Australia","61+","1/1/2013",1995
"16045","New Zealand","Total","1/1/2013",2634
"16046","New Zealand","0-20","1/1/2013",284
"16047","New Zealand","21-30","1/1/2013",406
"16048","New Zealand","31-40","1/1/2013",501
"16049","New Zealand","41-50","1/1/2013",441
"16050","New Zealand","51-60","1/1/2013",504
"16051","New Zealand","61+","1/1/2013",358
"16052","South Africa Union","Total","1/1/2013",953
"16053","South Africa Union","0-20","1/1/2013",12
"16054","South Africa Union","21-30","1/1/2013",279
"16055","South Africa Union","31-40","1/1/2013",136
"16056","South Africa Union","41-50","1/1/2013",153
"16057","South Africa Union","51-60","1/1/2013",136
"16058","South Africa Union","61+","1/1/2013",50
"16059","Total","Total","1/1/2013",1156913
"16060","Total","0-20","1/1/2013",60338
"16061","Total","21-30","1/1/2013",239808
"16062","Total","31-40","1/1/2013",210714
"16063","Total","41-50","1/1/2013",194161
"16064","Total","51-60","1/1/2013",175583
"16065","Total","61+","1/1/2013",123264
"16066","Japan","Total","1/1/2013",245021
"16067","Japan","0-20","1/1/2013",12498
"16068","Japan","21-30","1/1/2013",41370
"16069","Japan","31-40","1/1/2013",43534
"16070","Japan","41-50","1/1/2013",50172
"16071","Japan","51-60","1/1/2013",46997
"16072","Japan","61+","1/1/2013",45050
"16073","Taiwan","Total","1/1/2013",49564
"16074","Taiwan","0-20","1/1/2013",2473
"16075","Taiwan","21-30","1/1/2013",12590
"16076","Taiwan","31-40","1/1/2013",14354
"16077","Taiwan","41-50","1/1/2013",7860
"16078","Taiwan","51-60","1/1/2013",6842
"16079","Taiwan","61+","1/1/2013",4816
"16080","Hong Kong","Total","1/1/2013",42991
"16081","Hong Kong","0-20","1/1/2013",1483
"16082","Hong Kong","21-30","1/1/2013",9642
"16083","Hong Kong","31-40","1/1/2013",9268
"16084","Hong Kong","41-50","1/1/2013",8834
"16085","Hong Kong","51-60","1/1/2013",8453
"16086","Hong Kong","61+","1/1/2013",4608
"16087","Thailand","Total","1/1/2013",40097
"16088","Thailand","0-20","1/1/2013",4856
"16089","Thailand","21-30","1/1/2013",7533
"16090","Thailand","31-40","1/1/2013",8987
"16091","Thailand","41-50","1/1/2013",6579
"16092","Thailand","51-60","1/1/2013",4949
"16093","Thailand","61+","1/1/2013",2139
"16094","Malaysia","Total","1/1/2013",23217
"16095","Malaysia","0-20","1/1/2013",1298
"16096","Malaysia","21-30","1/1/2013",6085
"16097","Malaysia","31-40","1/1/2013",5861
"16098","Malaysia","41-50","1/1/2013",3339
"16099","Malaysia","51-60","1/1/2013",3241
"16100","Malaysia","61+","1/1/2013",1966
"16101","Philippines","Total","1/1/2013",35584
"16102","Philippines","0-20","1/1/2013",1358
"16103","Philippines","21-30","1/1/2013",3396
"16104","Philippines","31-40","1/1/2013",3798
"16105","Philippines","41-50","1/1/2013",2605
"16106","Philippines","51-60","1/1/2013",1840
"16107","Philippines","61+","1/1/2013",796
"16108","Indonesia","Total","1/1/2013",16096
"16109","Indonesia","0-20","1/1/2013",719
"16110","Indonesia","21-30","1/1/2013",2990
"16111","Indonesia","31-40","1/1/2013",2709
"16112","Indonesia","41-50","1/1/2013",2029
"16113","Indonesia","51-60","1/1/2013",1430
"16114","Indonesia","61+","1/1/2013",838
"16115","Singapore","Total","1/1/2013",17806
"16116","Singapore","0-20","1/1/2013",1495
"16117","Singapore","21-30","1/1/2013",3290
"16118","Singapore","31-40","1/1/2013",3790
"16119","Singapore","41-50","1/1/2013",3245
"16120","Singapore","51-60","1/1/2013",2929
