place_original,population,id,id2,place,
1120055 Sangdo 3(sam)-dong,"24,679",1120055,1120055,Sangdo 3(sam)-dong,
3107059 Sinpyeong-dong,"24,673",3107059,3107059,Sinpyeong-dong,
2504057 Jeonmin-dong,"24,617",2504057,2504057,Jeonmin-dong,
3115070 Yeonseong-dong,"24,596",3115070,3115070,Yeonseong-dong,
36330 Gurye-gun,"24,595",36330,36330,Gurye-gun,
3501169 Samcheon 3(sam)-dong,"24,590",3501169,3501169,Samcheon 3(sam)-dong,
2108053 Gupo 3(sam)-dong,"24,580",2108053,2108053,Gupo 3(sam)-dong,
3109175 Sa 3(sam)-dong,"24,573",3109175,3109175,Sa 3(sam)-dong,
2206055 Manchon 1(il)-dong,"24,531",2206055,2206055,Manchon 1(il)-dong,
1124054 Geoyeo 2(i)-dong,"24,512",1124054,1124054,Geoyeo 2(i)-dong,
2109069 Jwa 4(sa)-dong,"24,509",2109069,2109069,Jwa 4(sa)-dong,
2308070 Geomdan-3(sam)dong,"24,484",2308070,2308070,Geomdan-3(sam)dong,
2402058 Sangmu 1(il)-dong,"24,468",2402058,2402058,Sangmu 1(il)-dong,
1112055 Galhyeon 1(il)-dong,"24,437",1112055,1112055,Galhyeon 1(il)-dong,
3101454 Maetan 4(sa)-dong,"24,429",3101454,3101454,Maetan 4(sa)-dong,
2105081 Gaya 1(il)-dong,"24,411",2105081,2105081,Gaya 1(il)-dong,
1120054 Sangdo 2(i)-dong,"24,396",1120054,1120054,Sangdo 2(i)-dong,
3103061 Ganeung 1(il)-dong,"24,384",3103061,3103061,Ganeung 1(il)-dong,
3102261 Dochon-dong,"24,379",3102261,3102261,Dochon-dong,
2206067 Jisan 1(il)-dong,"24,328",2206067,2206067,Jisan 1(il)-dong,
2405074 Singa-dong,"24,305",2405074,2405074,Singa-dong,
3106057 Gwangmyeong 7(chil)-dong,"24,296",3106057,3106057,Gwangmyeong 7(chil)-dong,
3105165 Jung 3(sam)-dong,"24,290",3105165,3105165,Jung 3(sam)-dong,
1125052 Sangil-dong,"24,284",1125052,1125052,Sangil-dong,
1125067 Seongnae 3(sam)-dong,"24,210",1125067,1125067,Seongnae 3(sam)-dong,
2231012 Nongong-eup,"24,197",2231012,2231012,Nongong-eup,
2304065 Songdo 3(sam)dong,"24,196",2304065,2304065,Songdo 3(sam)dong,
3704060 Ok-dong,"24,189",3704060,3704060,Ok-dong,
2502067 Munhwa 1(il)-dong,"24,181",2502067,2502067,Munhwa 1(il)-dong,
3116058 Ogeum-dong,"24,176",3116058,3116058,Ogeum-dong,
2306059 Sangok 3(sam)-dong,"24,175",2306059,2306059,Sangok 3(sam)-dong,
1111059 Hagye 2(i)-dong,"24,113",1111059,1111059,Hagye 2(i)-dong,
3109156 Bono 3(sam)-dong,"24,104",3109156,3109156,Bono 3(sam)-dong,
3401259 Buldang-dong,"24,092",3401259,3401259,Buldang-dong,
1121073 Daehak-dong,"24,038",1121073,1121073,Daehak-dong,
3705071 Jinmi-dong,"24,036",3705071,3705071,Jinmi-dong,
1104054 Majang-dong,"24,023",1104054,1104054,Majang-dong,
3110165 Haengsin 1(il)-dong,"24,017",3110165,3110165,Haengsin 1(il)-dong,
1120065 Sadang 3(sam)-dong,"24,008",1120065,1120065,Sadang 3(sam)-dong,
1116071 Banghwa 2(i)-dong,"23,991",1116071,1116071,Banghwa 2(i)-dong,
2503053 Doma 2(i)-dong,"23,986",2503053,2503053,Doma 2(i)-dong,
3701264 Duho-dong,"23,974",3701264,3701264,Duho-dong,
3125014 gonjiam-eup,"23,959",3125014,3125014,gonjiam-eup,
3124057 Hwasan-dong,"23,896",3124057,3124057,Hwasan-dong,
1118051 Gasan-dong,"23,893",1118051,1118051,Gasan-dong,
2602054 Sinjeong 4(sa)-dong,"23,840",2602054,2602054,Sinjeong 4(sa)-dong,
2503051 Boksu-dong,"23,832",2503051,2503051,Boksu-dong,
2304054 Yeonsu 2(i)-dong,"23,773",2304054,2304054,Yeonsu 2(i)-dong,
3701261 Yongheung-dong,"23,758",3701261,3701261,Yongheung-dong,
1121064 Sewon-dong,"23,752",1121064,1121064,Sewon-dong,
2301064 unseo-dong,"23,709",2301064,2301064,unseo-dong,
3112055 Gyomun 2(i)-dong,"23,698",3112055,3112055,Gyomun 2(i)-dong,
2306067 Bugae 2(i)-dong,"23,690",2306067,2306067,Bugae 2(i)-dong,
1123072 Irwonbon-dong,"23,688",1123072,1123072,Irwonbon-dong,
3601077 Buju-dong,"23,647",3601077,3601077,Buju-dong,
1108063 Jeongneung 2(i)-dong,"23,645",1108063,1108063,Jeongneung 2(i)-dong,
1113066 Hongeun 1(il)-dong,"23,642",1113066,1113066,Hongeun 1(il)-dong,
2105056 Yangjeong 1(il)-dong,"23,632",2105056,2105056,Yangjeong 1(il)-dong,
1105054 Gunja-dong,"23,619",1105054,1105054,Gunja-dong,
1118058 Siheung 2(i)-dong,"23,600",1118058,1118058,Siheung 2(i)-dong,
3105259 Songnae 1(il)-dong,"23,593",3105259,3105259,Songnae 1(il)-dong,
3702055 Seonggeon-dong,"23,588",3702055,3702055,Seonggeon-dong,
2110056 Hadan 1(il)-dong,"23,577",2110056,2110056,Hadan 1(il)-dong,
3401213 Jiksan-eup,"23,563",3401213,3401213,Jiksan-eup,
1113062 Hongje 1(il)-dong,"23,562",1113062,1113062,Hongje 1(il)-dong,
1123052 Nonhyeon 1(il)-dong,"23,546",1123052,1123052,Nonhyeon 1(il)-dong,
3105256 Beombak-dong,"23,539",3105256,3105256,Beombak-dong,
2308069 Geomdan-2(i)dong,"23,532",2308069,2308069,Geomdan-2(i)dong,
3206058 Joyang-dong,"23,483",3206058,3206058,Joyang-dong,
3112058 Sutaek 3(sam)-dong,"23,480",3112058,3112058,Sutaek 3(sam)-dong,
1119075 Dorim-dong,"23,467",1119075,1119075,Dorim-dong,
1119068 Singil 6(yuk)-dong,"23,431",1119068,1119068,Singil 6(yuk)-dong,
3101158 Yeonghwa-dong,"23,421",3101158,3101158,Yeonghwa-dong,
35330 Muju-gun,"23,408",35330,35330,Muju-gun,
2603061 Jeonha 2(i)-dong,"23,406",2603061,2603061,Jeonha 2(i)-dong,
1120063 Sadang 1(il)-dong,"23,405",1120063,1120063,Sadang 1(il)-dong,
1116064 Gayang 1(il)-dong,"23,397",1116064,1116064,Gayang 1(il)-dong,
3104253 Bisan 3(sam)-dong,"23,395",3104253,3104253,Bisan 3(sam)-dong,
3103064 Nogyang-dong,"23,359",3103064,3103064,Nogyang-dong,
2402068 Geumho 1(il)-dong,"23,357",2402068,2402068,Geumho 1(il)-dong,
2405069 Cheomdan 1(il)-dong,"23,343",2405069,2405069,Cheomdan 1(il)-dong,
3109157 Bugok-dong,"23,337",3109157,3109157,Bugok-dong,
2303076 Yonghyeon 1早4(il早sa)-dong,"23,325",2303076,2303076,Yonghyeon 1早4(il早sa)-dong,
3640011 Haenam-eup,"23,321",3640011,3640011,Haenam-eup,
3105356 Ojeong-dong,"23,308",3105356,3105356,Ojeong-dong,
3503057 Dongsan-dong,"23,290",3503057,3503057,Dongsan-dong,
1105064 Jayang 1(il)-dong,"23,289",1105064,1105064,Jayang 1(il)-dong,
1118053 Doksan 2(i)-dong,"23,247",1118053,1118053,Doksan 2(i)-dong,
2503064 Galma 1(il)-dong,"23,222",2503064,2503064,Galma 1(il)-dong,
2503068 Wolpyeong 3(sam)-dong,"23,211",2503068,2503068,Wolpyeong 3(sam)-dong,
3104152 Anyang 2(i)-dong,"23,210",3104152,3104152,Anyang 2(i)-dong,
3101463 Gwoanggyo 2(i)-dong,"23,204",3101463,3101463,Gwoanggyo 2(i)-dong,
3102375 Pangyo-dong,"23,197",3102375,3102375,Pangyo-dong,
1107057 Myeonmok 7(chil)-dong,"23,191",1107057,1107057,Myeonmok 7(chil)-dong,
2405063 Hanam-dong,"23,191",2405063,2405063,Hanam-dong,
1118060 Siheung 4(sa)-dong,"23,169",1118060,1118060,Siheung 4(sa)-dong,
3501263 Hoseong-dong,"23,142",3501263,3501263,Hoseong-dong,
2207066 Sangin 2(i)-dong,"23,127",2207066,2207066,Sangin 2(i)-dong,
1115057 Sinwol 1(il)-dong,"23,117",1115057,1115057,Sinwol 1(il)-dong,
3107064 Segyo-dong,"23,116",3107064,3107064,Segyo-dong,
3206057 Nohak-dong,"23,111",3206057,3206057,Nohak-dong,
1107070 Sinnae 2(i)-dong,"23,045",1107070,1107070,Sinnae 2(i)-dong,
1111073 Sanggye 9(gu)-dong,"23,042",1111073,1111073,Sanggye 9(gu)-dong,
1115063 Sinwol 7(chil)-dong,"23,023",1115063,1115063,Sinwol 7(chil)-dong,
2109053 Jung 1(il)-dong,"23,018",2109053,2109053,Jung 1(il)-dong,
3337012 Geumwang-eup,"23,018",3337012,3337012,Geumwang-eup,
3105352 Wonjong 1(il)-dong,"23,008",3105352,3105352,Wonjong 1(il)-dong,
2303072 Juan 8(pal)-dong,"22,999",2303072,2303072,Juan 8(pal)-dong,
3202060 Dangye-dong,"22,988",3202060,3202060,Dangye-dong,
2308058 Seongnam 1(il)-dong,"22,983",2308058,2308058,Seongnam 1(il)-dong,
2105054 Yeonji-dong,"22,982",2105054,2105054,Yeonji-dong,
3122053 Anseong 3(sam)-dong,"22,967",3122053,3122053,Anseong 3(sam)-dong,
2114060 Millak-dong,"22,952",2114060,2114060,Millak-dong,
1101073 Hyehwa-dong,"22,942",1101073,1101073,Hyehwa-dong,
3810031 Dong-myeon,"22,940",3810031,3810031,Dong-myeon,
2307053 Gyesan 1(il)-dong,"22,928",2307053,2307053,Gyesan 1(il)-dong,
3431011 Geumsan-eup,"22,921",3431011,3431011,Geumsan-eup,
2501064 Gayang 2(i)-dong,"22,904",2501064,2501064,Gayang 2(i)-dong,
3334011 Yeongdong-eup,"22,895",3334011,3334011,Yeongdong-eup,
1109070 Mia-dong,"22,889",1109070,1109070,Mia-dong,
35320 Jinan-gun,"22,886",35320,35320,Jinan-gun,
2206061 Hwanggeum 1(il)-dong,"22,875",2206061,2206061,Hwanggeum 1(il)-dong,
2304060 Ongnyeon 2(i)-dong,"22,871",2304060,2304060,Ongnyeon 2(i)-dong,
3408051 Dangjin 1(il)-dong,"22,861",3408051,3408051,Dangjin 1(il)-dong,
1121058 Nagseongdae-dong,"22,841",1121058,1121058,Nagseongdae-dong,
1109065 Suyu 3(sam)-dong,"22,829",1109065,1109065,Suyu 3(sam)-dong,
1122064 Bangbae 3(sam)-dong,"22,823",1122064,1122064,Bangbae 3(sam)-dong,
3106064 Haan 3(sam)-dong,"22,811",3106064,3106064,Haan 3(sam)-dong,
3120053 Geumchon 1(il)-dong,"22,774",3120053,3120053,Geumchon 1(il)-dong,
3402057 Singwan-dong,"22,766",3402057,3402057,Singwan-dong,
2105055 Choeup-dong,"22,758",2105055,2105055,Choeup-dong,
2504059 Noeun 1(il)-dong,"22,752",2504059,2504059,Noeun 1(il)-dong,
1111051 Wolgye 1(il)-dong,"22,748",1111051,1111051,Wolgye 1(il)-dong,
2105066 Buam 3(sam)-dong,"22,745",2105066,2105066,Buam 3(sam)-dong,
2303069 Juan 5(o)-dong,"22,693",2303069,2303069,Juan 5(o)-dong,
3603055 Samsan-dong,"22,682",3603055,3603055,Samsan-dong,
1105060 Guui 1(il)-dong,"22,663",1105060,1105060,Guui 1(il)-dong,
3303056 Yongdu-dong,"22,650",3303056,3303056,Yongdu-dong,
1112060 Eungam 2(i)-dong,"22,647",1112060,1112060,Eungam 2(i)-dong,
2110065 Gamcheon 1(il)-dong,"22,634",2110065,2110065,Gamcheon 1(il)-dong,
3433011 Buyeo-eup,"22,613",3433011,3433011,Buyeo-eup,
1116058 Hwagok 3(sam)-dong,"22,607",1116058,1116058,Hwagok 3(sam)-dong,
2307063 Gyeyang 1(il)-dong,"22,600",2307063,2307063,Gyeyang 1(il)-dong,
1110051 Ssangmun 1(il)-dong,"22,598",1110051,1110051,Ssangmun 1(il)-dong,
1108059 Donam 2(i)-dong,"22,595",1108059,1108059,Donam 2(i)-dong,
3107056 Songbuk-dong,"22,590",3107056,3107056,Songbuk-dong,
1106080 Cheongnyangni-dong,"22,562",1106080,1106080,Cheongnyangni-dong,
2307062 Gyesan 4(sa)-dong,"22,557",2307062,2307062,Gyesan 4(sa)-dong,
1116059 Hwagok 4(sa)-dong,"22,527",1116059,1116059,Hwagok 4(sa)-dong,
2303066 Juan 2(i)-dong,"22,508",2303066,2303066,Juan 2(i)-dong,
32380 Yanggu-gun,"22,497",32380,32380,Yanggu-gun,
3101354 Uman 1(il)-dong,"22,492",3101354,3101354,Uman 1(il)-dong,
3109261 Gojan 2(i)-dong,"22,489",3109261,3109261,Gojan 2(i)-dong,
3803040 Geumsan-myeon,"22,471",3803040,3803040,Geumsan-myeon,
3602067 Yeocheon-dong,"22,438",3602067,3602067,Yeocheon-dong,
3107035 Cheongbuk-myeon,"22,418",3107035,3107035,Cheongbuk-myeon,
3710057 Seobu 2(i)-dong,"22,411",3710057,3710057,Seobu 2(i)-dong,
1115058 Sinwol 2(i)-dong,"22,408",1115058,1115058,Sinwol 2(i)-dong,
3117054 Naeson 1(il)-dong,"22,403",3117054,3117054,Naeson 1(il)-dong,
2115057 Gwaebeop-dong,"22,393",2115057,2115057,Gwaebeop-dong,
1125053 Myeongil 1(il)-dong,"22,392",1125053,1125053,Myeongil 1(il)-dong,
1106090 Imun 2(i)-dong,"22,376",1106090,1106090,Imun 2(i)-dong,
1108076 Jangwi 1(il)-dong,"22,360",1108076,1108076,Jangwi 1(il)-dong,
2303070 Juan 6(yuk)-dong,"22,360",2303070,2303070,Juan 6(yuk)-dong,
1118061 Siheung 5(o)-dong,"22,354",1118061,1118061,Siheung 5(o)-dong,
3502072 Soryong-dong,"22,322",3502072,3502072,Soryong-dong,
1119063 Singil 1(il)-dong,"22,295",1119063,1119063,Singil 1(il)-dong,
3302053 Gyohyeonalim-dong,"22,249",3302053,3302053,Gyohyeonalim-dong,
2203066 Sangjungi-dong,"22,227",2203066,2203066,Sangjungi-dong,
3112056 Sutaek 1(il)-dong,"22,214",3112056,3112056,Sutaek 1(il)-dong,
2108060 Mandeok 2(i)-dong,"22,194",2108060,2108060,Mandeok 2(i)-dong,
3102260 Hadaewon-dong,"22,186",3102260,3102260,Hadaewon-dong,
1110064 Dobong 1(il)-dong,"22,168",1110064,1110064,Dobong 1(il)-dong,
3105158 Yeokgok 2(i)-dong,"22,158",3105158,3105158,Yeokgok 2(i)-dong,
2207069 Songhyeon 1(il)-dong,"22,118",2207069,2207069,Songhyeon 1(il)-dong,
1122067 Yangjae 2(i)-dong,"22,106",1122067,1122067,Yangjae 2(i)-dong,
3811111 Dong-eup,"22,096",3811111,3811111,Dong-eup,
3110361 Baekseok 2(i)-dong,"22,090",3110361,3110361,Baekseok 2(i)-dong,
2304051 Ongnyeon 1(il)-dong,"22,085",2304051,2304051,Ongnyeon 1(il)-dong,
2601059 Ujeong-dong,"22,058",2601059,2601059,Ujeong-dong,
2107070 Daeyeon 1(il)-dong,"22,055",2107070,2107070,Daeyeon 1(il)-dong,
3902057 Donghong-dong,"22,055",3902057,3902057,Donghong-dong,
3104164 Bakdal 2(i)-dong,"22,039",3104164,3104164,Bakdal 2(i)-dong,
1103071 Cheongpa-dong,"22,017",1103071,1103071,Cheongpa-dong,
37310 Gunwi-gun,"22,012",37310,37310,Gunwi-gun,
3116054 Sanbon 1(il)-dong,"22,009",3116054,3116054,Sanbon 1(il)-dong,
3123060 Woonyang-dong,"21,990",3123060,3123060,Woonyang-dong,
2505055 Jungni-dong,"21,961",2505055,2505055,Jungni-dong,
2307055 Gyesan 3(sam)-dong,"21,958",2307055,2307055,Gyesan 3(sam)-dong,
3110452 Ilsan 2(i)-dong,"21,939",3110452,3110452,Ilsan 2(i)-dong,
3119254 Giheung-dong,"21,936",3119254,3119254,Giheung-dong,
3304411 Naesu-eup,"21,920",3304411,3304411,Naesu-eup,
1123053 Nonhyeon 2(i)-dong,"21,918",1123053,1123053,Nonhyeon 2(i)-dong,
1124055 Macheon 1(il)-dong,"21,909",1124055,1124055,Macheon 1(il)-dong,
3803070 Panmun-dong,"21,902",3803070,3803070,Panmun-dong,
2205075 Gwanmun-dong,"21,893",2205075,2205075,Gwanmun-dong,
1117052 Guro 1(il)-dong,"21,878",1117052,1117052,Guro 1(il)-dong,
2308063 Gajwa 2(i)-dong,"21,866",2308063,2308063,Gajwa 2(i)-dong,
2405060 Wolgok 2(i)-dong,"21,865",2405060,2405060,Wolgok 2(i)-dong,
1111064 Junggye 4(sa)-dong,"21,842",1111064,1111064,Junggye 4(sa)-dong,
1116052 Deungchon 1(il)-dong,"21,841",1116052,1116052,Deungchon 1(il)-dong,
1114075 Dohwa-dong,"21,817",1114075,1114075,Dohwa-dong,
2206068 Jisan 2(i)-dong,"21,791",2206068,2206068,Jisan 2(i)-dong,
1104073 Oksu-dong,"21,783",1104073,1104073,Oksu-dong,
1117065 Gaebong 3(sam)-dong,"21,773",1117065,1117065,Gaebong 3(sam)-dong,
2105064 Buam 1(il)-dong,"21,760",2105064,2105064,Buam 1(il)-dong,
1104072 Geumho 2早3(i早sam)-ga-dong,"21,740",1104072,1104072,Geumho 2早3(i早sam)-ga-dong,
1109063 Suyu 1(il)-dong,"21,737",1109063,1109063,Suyu 1(il)-dong,
3401255 Ssangyong 3(sam)-dong,"21,724",3401255,3401255,Ssangyong 3(sam)-dong,
3105257 Goean-dong,"21,719",3105257,3105257,Goean-dong,
2404061 Dongnim-dong,"21,716",2404061,2404061,Dongnim-dong,
1105056 Junggok 2(i)-dong,"21,713",1105056,1105056,Junggok 2(i)-dong,
3701268 Jukdo-dong,"21,662",3701268,3701268,Jukdo-dong,
3501268 Dongsan-dong,"21,652",3501268,3501268,Dongsan-dong,
3116060 Gungnae-dong,"21,630",3116060,3116060,Gungnae-dong,
3703058 Daegok-dong,"21,627",3703058,3703058,Daegok-dong,
2601063 Byeongyeong 2(i)-dong,"21,623",2601063,2601063,Byeongyeong 2(i)-dong,
35340 Jangsu-gun,"21,620",35340,35340,Jangsu-gun,
1109064 Suyu 2(i)-dong,"21,612",1109064,1109064,Suyu 2(i)-dong,
2306064 Galsan 2(i)-dong,"21,607",2306064,2306064,Galsan 2(i)-dong,
2601066 Seongan-dong,"21,581",2601066,2601066,Seongan-dong,
3109260 Gojan 1(il)-dong,"21,540",3109260,3109260,Gojan 1(il)-dong,
1114069 Mangwon 1(il)-dong,"21,536",1114069,1114069,Mangwon 1(il)-dong,
1111066 Sanggye 2(i)-dong,"21,510",1111066,1111066,Sanggye 2(i)-dong,
1110056 Banghak 2(i)-dong,"21,489",1110056,1110056,Banghak 2(i)-dong,
3401212 Seonggeo-eup,"21,488",3401212,3401212,Seonggeo-eup,
2205057 Chimsan 3(sam)-dong,"21,470",2205057,2205057,Chimsan 3(sam)-dong,
3602061 Munsu-dong,"21,440",3602061,3602061,Munsu-dong,
3116057 Jaegung-dong,"21,416",3116057,3116057,Jaegung-dong,
1117067 Oryu 1(il)-dong,"21,396",1117067,1117067,Oryu 1(il)-dong,
1107054 Myeonmok 4(sa)-dong,"21,382",1107054,1107054,Myeonmok 4(sa)-dong,
3110164 Haengju-dong,"21,376",3110164,3110164,Haengju-dong,
3204053 Buksam-dong,"21,373",3204053,3204053,Buksam-dong,
2207063 Wolseong 2(i)-dong,"21,357",2207063,2207063,Wolseong 2(i)-dong,
3102253 Geumgwang 1(il)-dong,"21,348",3102253,3102253,Geumgwang 1(il)-dong,
1123071 Gaepo 4(sa)-dong,"21,340",1123071,1123071,Gaepo 4(sa)-dong,
3803066 Chojang-dong,"21,340",3803066,3803066,Chojang-dong,
1106084 Jeonnong 2(i)-dong,"21,329",1106084,1106084,Jeonnong 2(i)-dong,
2108061 Mandeok 3(sam)-dong,"21,290",2108061,2108061,Mandeok 3(sam)-dong,
3101451 Maetan 1(il)-dong,"21,290",3101451,3101451,Maetan 1(il)-dong,
3113053 Geumgok-dong,"21,268",3113053,3113053,Geumgok-dong,
1103074 Hannam-dong,"21,253",1103074,1103074,Hannam-dong,
1108072 Wolgok 2(i)-dong,"21,246",1108072,1108072,Wolgok 2(i)-dong,
2207070 Songhyeon 2(i)-dong,"21,245",2207070,2207070,Songhyeon 2(i)-dong,
1119062 Yangpyeong 2(i)-dong,"21,230",1119062,1119062,Yangpyeong 2(i)-dong,
2404058 Unam 1(il)-dong,"21,221",2404058,2404058,Unam 1(il)-dong,
3118055 Deokpung 2(i)-dong,"21,216",3118055,3118055,Deokpung 2(i)-dong,
3602060 Yeoseo-dong,"21,210",3602060,3602060,Yeoseo-dong,
3304357 Gangseo 1(il)-dong,"21,200",3304357,3304357,Gangseo 1(il)-dong,
3537011 Gochang-eup,"21,179",3537011,3537011,Gochang-eup,
2303062 Dohwa 1(il)-dong,"21,174",2303062,2303062,Dohwa 1(il)-dong,
3105357 Sinheung-dong,"21,171",3105357,3105357,Sinheung-dong,
3701159 Daei-dong,"21,168",3701159,3701159,Daei-dong,
2111061 Jangjeon 1(il)-dong,"21,158",2111061,2111061,Jangjeon 1(il)-dong,
3504053 Naejangsang-dong,"21,127",3504053,3504053,Naejangsang-dong,
3123053 Sau-dong,"21,123",3123053,3123053,Sau-dong,
1115053 Mok 3(sam)-dong,"21,113",1115053,1115053,Mok 3(sam)-dong,
2501075 Sannae-dong,"21,097",2501075,2501075,Sannae-dong,
2331011 Ganghwa-eup,"21,089",2331011,2331011,Ganghwa-eup,
2105061 Jeonpo 2(i)-dong,"21,087",2105061,2105061,Jeonpo 2(i)-dong,
2503074 Dunsan 3(sam)-dong,"21,080",2503074,2503074,Dunsan 3(sam)-dong,
1112066 Sinsa 2(i)-dong,"21,050",1112066,1112066,Sinsa 2(i)-dong,
3603067 Wangjo 2(i)dong,"21,047",3603067,3603067,Wangjo 2(i)dong,
3201071 Sinsau-dong,"21,043",3201071,3201071,Sinsau-dong,
3128051 Yeoheung-dong,"21,029",3128051,3128051,Yeoheung-dong,
1123066 Dogok 1(il)-dong,"21,025",1123066,1123066,Dogok 1(il)-dong,
2305062 Mansu 4(sa)-dong,"21,015",2305062,2305062,Mansu 4(sa)-dong,
2505051 Ojeong-dong,"20,970",2505051,2505051,Ojeong-dong,
3101161 Yeonmu-dong,"20,969",3101161,3101161,Yeonmu-dong,
3644011 Yeonggwang-eup,"20,960",3644011,3644011,Yeonggwang-eup,
1124062 Songpa 2(i)-dong,"20,954",1124062,1124062,Songpa 2(i)-dong,
1122051 Seocho 1(il)-dong,"20,952",1122051,1122051,Seocho 1(il)-dong,
3102262 Jungang-dong,"20,932",3102262,3102262,Jungang-dong,
1124068 Munjeong 1(il)-dong,"20,920",1124068,1124068,Munjeong 1(il)-dong,
1109074 Ui-dong,"20,911",1109074,1109074,Ui-dong,
3404054 Onyang 4(sa)-dong,"20,887",3404054,3404054,Onyang 4(sa)-dong,
2303061 Hagik 2(i)-dong,"20,881",2303061,2303061,Hagik 2(i)-dong,
1114059 Yonggang-dong,"20,877",1114059,1114059,Yonggang-dong,
2403064 Juwol 1(il)-dong,"20,850",2403064,2403064,Juwol 1(il)-dong,
2306052 Bupyeong 2(i)-dong,"20,847",2306052,2306052,Bupyeong 2(i)-dong,
2205052 Chilseong-dong,"20,842",2205052,2205052,Chilseong-dong,
3102378 Jeongja-dong,"20,809",3102378,3102378,Jeongja-dong,
3705069 Imo-dong,"20,803",3705069,3705069,Imo-dong,
1116053 Deungchon 2(i)-dong,"20,785",1116053,1116053,Deungchon 2(i)-dong,
1115065 Sinjeong 2(i)-dong,"20,779",1115065,1115065,Sinjeong 2(i)-dong,
3105166 Jung 4(sa)-dong,"20,779",3105166,3105166,Jung 4(sa)-dong,
3705060 Hyeonggok 2(i)-dong,"20,773",3705060,3705060,Hyeonggok 2(i)-dong,
2604057 Songjeong-dong,"20,759",2604057,2604057,Songjeong-dong,
3104156 Anyang 6(yuk)-dong,"20,750",3104156,3104156,Anyang 6(yuk)-dong,
3810055 Soju-dong,"20,746",3810055,3810055,Soju-dong,
3103056 Jangam-dong,"20,716",3103056,3103056,Jangam-dong,
3304311 Osong-eup,"20,705",3304311,3304311,Osong-eup,
1120070 Sindaebang 2(i)-dong,"20,704",1120070,1120070,Sindaebang 2(i)-dong,
3832012 Chirwon-eup,"20,695",3832012,3832012,Chirwon-eup,
2501065 Yongjeon-dong,"20,648",2501065,2501065,Yongjeon-dong,
3105167 Sang-dong,"20,648",3105167,3105167,Sang-dong,
3102159 Sujin 2(i)-dong,"20,614",3102159,3102159,Sujin 2(i)-dong,
1123063 Daechi 4(sa)-dong,"20,592",1123063,1123063,Daechi 4(sa)-dong,
1124056 Macheon 2(i)-dong,"20,588",1124056,1124056,Macheon 2(i)-dong,
2303068 Juan 4(sa)-dong,"20,577",2303068,2303068,Juan 4(sa)-dong,
2304058 Dongchun 2(i)-dong,"20,547",2304058,2304058,Dongchun 2(i)-dong,
1110052 Ssangmun 2(i)-dong,"20,541",1110052,1110052,Ssangmun 2(i)-dong,
1119055 Dangsan 1(il)-dong,"20,537",1119055,1119055,Dangsan 1(il)-dong,
1122061 Bangbaebon-dong,"20,505",1122061,1122061,Bangbaebon-dong,
1108060 Anam-dong,"20,474",1108060,1108060,Anam-dong,
3501254 Inhu 1(il)-dong,"20,455",3501254,3501254,Inhu 1(il)-dong,
3109171 Banwol-dong,"20,449",3109171,3109171,Banwol-dong,
1107061 Junghwa 1(il)-dong,"20,446",1107061,1107061,Junghwa 1(il)-dong,
3104160 Seoksu 1(il)-dong,"20,436",3104160,3104160,Seoksu 1(il)-dong,
3304351 Uncheonsinbong-dong,"20,417",3304351,3304351,Uncheonsinbong-dong,
2304052 Seonhak-dong,"20,406",2304052,2304052,Seonhak-dong,
1114072 Seongsan 1(il)-dong,"20,390",1114072,1114072,Seongsan 1(il)-dong,
2306070 Sipjeong 1(il)-dong,"20,381",2306070,2306070,Sipjeong 1(il)-dong,
3401155 Bongmyeong-dong,"20,378",3401155,3401155,Bongmyeong-dong,
3233011 Yeongwol-eup,"20,376",3233011,3233011,Yeongwol-eup,
3105251 Simgokbon 1(il)-dong,"20,362",3105251,3105251,Simgokbon 1(il)-dong,
3501163 Junghwasan 2(i)-dong,"20,353",3501163,3501163,Junghwasan 2(i)-dong,
3119133 Idong-myeon,"20,297",3119133,3119133,Idong-myeon,
1123068 Gaepo 1(il)-dong,"20,285",1123068,1123068,Gaepo 1(il)-dong,
3113031 Byeolnae-myeon,"20,240",3113031,3113031,Byeolnae-myeon,
2205077 Gwaneum-dong,"20,219",2205077,2205077,Gwaneum-dong,
1116069 Gonghang-dong,"20,217",1116069,1116069,Gonghang-dong,
2303077 Dohwa 2早3(i早sam)-dong,"20,203",2303077,2303077,Dohwa 2早3(i早sam)-dong,
1110054 Ssangmun 4(sa)-dong,"20,188",1110054,1110054,Ssangmun 4(sa)-dong,
3808054 Sammun-dong,"20,179",3808054,3808054,Sammun-dong,
3135012 Jeongok-eup,"20,175",3135012,3135012,Jeongok-eup,
2202068 Bangchon-dong,"20,158",2202068,2202068,Bangchon-dong,
1121072 Jowon-dong,"20,149",1121072,1121072,Jowon-dong,
3117056 Cheonggye-dong,"20,118",3117056,3117056,Cheonggye-dong,
3128052 Jungang-dong,"20,112",3128052,3128052,Jungang-dong,
3538011 Buan-eup,"20,082",3538011,3538011,Buan-eup,
2901051 Hansol-dong,"20,078",2901051,2901051,Hansol-dong,
3102368 Unjung-dong,"20,073",3102368,3102368,Unjung-dong,
3601071 Sang-dong,"20,051",3601071,3601071,Sang-dong,
2104064 Cheonghak 2(i)-dong,"20,010",2104064,2104064,Cheonghak 2(i)-dong,
1114070 Mangwon 2(i)-dong,"19,986",1114070,1114070,Mangwon 2(i)-dong,
1114063 Sinsu-dong,"19,971",1114063,1114063,Sinsu-dong,
