id,property,common_name,botanical_name,x,y
14421,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6332922.185,1925213.02
14422,2,EVERGREEN PEAR,PYRUS KAWAKAMII,6332924.665,1925175.161
14427,2,EVERGREEN PEAR,PYRUS KAWAKAMII,6332794.516,1924973.747
14431,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332692.259,1925129.959
14434,2,BRISBANE BOX,TRISTANIA CONFERTA,6332642.849,1925151.459
13674,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6334672.086,1923471.644
13689,2,HOLLY OAK,QUERCUS ILEX,6333796.242,1923479.805
13696,2,RED IRONBARK,EUCALYPTUS SIDEROXYLON,6333665.131,1923729.144
13716,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334644.37,1923954.873
13724,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334556.104,1923992.834
13733,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334121.049,1923997.09
13736,2,LONDON PLANE,PLATANUS ACERIFOLIA,6333931.447,1924035.838
13742,2,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6334119.586,1924213.659
13743,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6334145.659,1924213.536
13744,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6334168.266,1924212.63
13751,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334673.536,1924219.226
13765,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6334542.256,1924280.966
13769,1,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6334308.278,1924301.672
13773,1,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6334257.243,1924403.837
13780,2,BOTTLEBRUSH,CALLISTEMON CITRINUS,6334005.6,1924258.627
13792,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334049.097,1924460.089
13796,2,LONDON PLANE,PLATANUS ACERIFOLIA,6333973.75,1924521.102
13805,2,LONDON PLANE,PLATANUS ACERIFOLIA,6333894.163,1924048.229
13815,2,EVERGREEN PEAR,PYRUS KAWAKAMII,6333677.457,1924384.974
13816,2,EVERGREEN PEAR,PYRUS KAWAKAMII,6333680.062,1924422.618
13830,2,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6334398.455,1924727.669
13831,2,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6334437.077,1924726.072
13835,2,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6334664.219,1924720.652
13947,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6336019.153,1925109.404
13950,2,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6336015.946,1925253.653
13951,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6336016.043,1925329.957
13954,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6336018.943,1925525.962
13959,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6335981.396,1925426.072
13966,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6335881.745,1925041.082
13967,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6335818.128,1925042.199
13970,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6335625.651,1925043.771
13979,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6335168.832,1925046.426
15383,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6333912.94,1927596.682
15384,2,CHINESE ELM,ULMUS PARVIFOLIA,6333956.035,1927537.923
15402,3,CHINESE ELM,ULMUS PARVIFOLIA,6332136.705,1926991.394
15404,3,CHINESE ELM,ULMUS PARVIFOLIA,6332136.503,1927038.973
15408,2,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA TUSCARORA,6332260.989,1927107.036
15416,2,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6332723.274,1927294.219
15417,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332788.052,1927322.071
15420,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6332967.538,1927394.502
15421,2,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA MUSKOGEE,6333039.197,1927421.372
15426,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6333137.313,1927498.553
15430,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332882.942,1927395.325
15433,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332695.205,1927320.531
15447,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332190.432,1927421.385
15451,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332398.781,1927484.988
15456,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332748.938,1927626.391
15459,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332874.246,1927678.265
15467,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6333287.371,1927845.789
15473,3,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA MUSKOGEE,6333525.508,1927896.57
15482,3,BOTTLEBRUSH,CALLISTEMON CITRINUS,6333868.785,1927910.878
15493,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6333369.504,1927905.259
15497,3,JACARANDA,JACARANDA MIMOSIFOLIA,6333183.399,1927847.595
15498,3,JACARANDA,JACARANDA MIMOSIFOLIA,6333156.899,1927828.264
15511,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332590.684,1927599.667
15520,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332261.824,1927469.397
15521,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332208.093,1927454.243
15525,3,CHINESE ELM,ULMUS PARVIFOLIA,6332159.796,1927642.765
15528,3,CHINESE ELM,ULMUS PARVIFOLIA,6332294.114,1927726.12
15531,3,CHINESE ELM,ULMUS PARVIFOLIA,6332478.572,1927815.783
15532,3,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6332544.118,1927849.946
15533,3,CHINESE ELM,ULMUS PARVIFOLIA,6332623.051,1927884.192
15545,3,CHINESE ELM,ULMUS PARVIFOLIA,6333318.209,1928175.736
15549,3,CHINESE ELM,ULMUS PARVIFOLIA,6333656.674,1928192.638
15550,3,CHINESE ELM,ULMUS PARVIFOLIA,6333745.519,1928186.915
15552,3,CHINESE ELM,ULMUS PARVIFOLIA,6333898.225,1928182.37
15561,3,OTHER,OTHER,6333431.601,1928233.162
15564,3,ELM SPECIES,ULMUS SPP.,6333286.395,1928208.167
15565,3,CHINESE ELM,ULMUS PARVIFOLIA,6333232.946,1928190.42
15576,3,CHINESE ELM,ULMUS PARVIFOLIA,6332588.802,1927905.184
15579,3,CHINESE ELM,ULMUS PARVIFOLIA,6332399.061,1927820.504
15591,3,CHINESE ELM,ULMUS PARVIFOLIA,6332101.458,1927234.712
15592,3,ELM SPECIES,ULMUS SPP.,6332100.164,1927178.135
15600,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6331710.7,1927116.051
15604,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6331765.059,1927306.082
15605,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6331805.089,1927382.044
15613,2,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA MUSKOGEE,6331891.934,1927730.652
15614,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6331901.829,1927817.547
15626,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6331637.022,1926942.688
15630,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6331626.589,1926680.756
15634,4,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6330970.29,1924829.121
15638,4,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6330818.575,1924834.63
15639,4,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6330769.698,1924829.45
15642,4,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6330529.91,1924829.588
15643,4,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6330494.542,1924833.177
15663,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6329706.332,1924966.75
15667,2,NEW ZEALAND CHRISTMA,METROSIDEROS EXCELSUS,6329905.926,1925052.57
15671,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6330090.685,1925051.689
15677,2,PLUM,PRUNUS DOMESTICA,6330203.041,1925085.066
15681,2,PLUM,PRUNUS DOMESTICA,6329991.883,1925090.954
15691,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6329702.835,1925220.182
15698,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6329835.038,1925305.291
15699,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6329876.495,1925304.762
15743,1,SILVER DOLLAR GUM,EUCALYPTUS POLYANTHEMOS,6329928.376,1925582.264
15747,1,CHILI MAYTEN TREE,MAYTENUS BOARIS GREENSHOWERS,6329929.726,1925384.66
15750,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6329800.361,1925351.49
15758,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6329279.17,1925354.176
15759,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6329227.175,1925354.258
15767,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6328818.136,1925175.751
15768,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6328781.186,1925163.378
15771,2,QUEENSLAND PITTOSPOR,PITTOSPORUM RHOMBIFOLIUM,6328638.547,1925162.222
15772,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6328593.824,1925165.04
15775,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6328494.108,1925126.362
15789,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6328909.362,1925181.71
15798,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6329368.334,1925309.167
15802,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6329559.014,1925313.214
15806,2,QUEENSLAND PITTOSPOR,PITTOSPORUM RHOMBIFOLIUM,6329670.186,1925252.111
15824,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6329029.163,1925168.921
15827,2,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6329005.673,1925093.925
15828,2,PURPLE PONY PLUM,PRUNUS CERASIFERA 'PURPLE PONY',6328995.286,1925054.953
15831,2,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6329103.685,1925054.866
15843,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6329668.736,1925022.853
15844,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6329667.915,1924980.744
15845,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6329660.761,1924929.339
15856,4,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6329145.397,1924846.474
15860,4,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6329010.445,1924849.285
15878,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6328452.225,1925095.188
15881,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6328408.12,1925270.172
15882,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6328393.237,1925304.727
15894,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6328912.3,1925556.31
15907,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6328307.88,1925415.185
14998,2,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6335429.552,1926279.596
15006,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6335085.583,1926220.298
15011,2,STRAWBERRY GUAVA,PSIDIUM CATTLEIANUM,6335122.911,1926390.074
15012,2,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6335159.901,1926383.068
15022,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6334937.884,1926228.105
15025,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6334815.189,1926269.332
15026,2,MARINA ARBUTUS,ARBUTUS 'MARINA',6334800.271,1926248.279
15033,2,CAMPHOR TREE,CINNAMOMUM CAMPHORA,6335169.498,1926193.844
15042,2,ELM SPECIES,ULMUS SPP.,6335661.781,1926187.626
15043,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6335731.22,1926192.184
15056,2,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6336508.709,1926220.627
15060,2,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6336401.328,1926254.169
15069,2,LONDON PLANE,PLATANUS ACERIFOLIA,6336195.798,1926358.165
15071,2,STRAWBERRY TREE,ARBUTUS UNEDO,6336151.25,1926240.121
15074,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6336072.131,1926234.23
15075,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6336024.88,1926230.444
15076,2,GOLDEN TRUMPET TREE,TABEBUIA CHRYSOTRICHA,6335978.36,1926275.635
15077,2,LONDON PLANE,PLATANUS ACERIFOLIA,6335980.989,1926306.479
15079,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6335994.232,1926416.343
15083,2,LONDON PLANE,PLATANUS ACERIFOLIA,6335944.557,1926355.599
15084,2,LAVENDER BLOOM,TABEBUIA AVELLANDAE,6335943.168,1926303.622
15085,2,LAVENDER BLOOM,TABEBUIA AVELLANDAE,6335947.093,1926266.462
15087,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6335853.316,1926226.47
15088,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6335821.045,1926228.81
15090,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6335772.269,1926229.199
15093,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6335741.505,1926396.486
15094,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6335733.263,1926430.863
15105,2,RAYWOOD ASH,FRAXINUS OXYCARPA RAYWOOD,6335506.622,1926221.94
15109,2,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6335463.704,1926453.846
15110,2,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6335468.745,1926483.311
15126,1,VICTORIAN BOX,PITTOSPORUM UNDULATUM,6336409.241,1926681.326
15141,2,MAINDENHAIR TREE,GINKGO BILOBA,6336207.119,1927238.048
15146,2,MAINDENHAIR TREE,GINKGO BILOBA,6336203.787,1926862.234
17029,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331102.584,1924516.388
17030,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331103.804,1924439.925
17035,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331104.225,1924296.238
16616,2,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6329908.332,1924552.646
16668,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6329878.416,1924248.5
16683,2,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6330648.288,1924242.417
16684,2,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6330657.607,1924243.599
16687,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330768.187,1924242.362
16692,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330785.268,1924244.07
16693,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330789.708,1924242.704
16696,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330804.397,1924243.728
16697,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330809.522,1924243.387
16701,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330830.018,1924244.07
15188,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6335729.539,1927019.688
15192,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6335729.04,1927161.743
15196,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6335688.419,1927159.67
15205,1,VICTORIAN BOX,PITTOSPORUM UNDULATUM,6335610.093,1926685.715
15218,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6335477.37,1927317.65
15220,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6335523.058,1927561.212
15228,2,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA MUSKOGEE,6336078.841,1927568.963
15229,2,QUEEN PALM,ARECASTRUM ROMANZOFFIANUM,6336118.956,1927570.015
15234,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336008.7,1927759.058
15235,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336012.518,1927809.74
15236,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336012.634,1927847.961
15237,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336051.429,1927896.208
15238,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336149.012,1927895.679
15239,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336185.955,1927896.176
15241,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336245.605,1927894.726
15244,2,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA TUSCARORA,6336424.63,1927896.746
15262,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336727.246,1927611.205
15276,2,CANARY ISLAND PINE,PINUS CANARIENSIS,6336570.31,1927900.267
15277,2,CANARY ISLAND PINE,PINUS CANARIENSIS,6336664.071,1927894.664
15285,2,CANARY ISLAND PINE,PINUS CANARIENSIS,6336572.195,1927942.029
15290,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6336301.323,1927942.966
15306,2,CANARY ISLAND PINE,PINUS CANARIENSIS,6335802.509,1927603.451
15311,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6335631.752,1927600.121
15334,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6334759.716,1927478.002
15342,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6334843.907,1927610.926
15349,2,MAINDENHAIR TREE,GINKGO BILOBA,6334768.344,1927830.566
15359,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6334763.106,1927935.179
15372,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6333864.256,1927622.953
16288,2,QUEEN PALM,ARECASTRUM ROMANZOFFIANUM,6327301.084,1923800.403
16289,2,QUEEN PALM,ARECASTRUM ROMANZOFFIANUM,6327291.307,1923803.067
16300,2,CALIFORNIA FAN PALM,WASHINGTONIA FILIFERA,6326799.493,1924010.449
16322,2,PLUM,PRUNUS DOMESTICA,6327922.287,1923550.403
16328,2,CHINESE JUNIPER,JUNIPERUS CHINENSIS,6328229.887,1923453.034
16345,2,CHINESE JUNIPER,JUNIPERUS CHINENSIS,6328819.623,1923268.134
16389,2,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6329228.979,1923402.567
16451,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6329370.578,1924041.596
16477,2,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6328781.788,1924254.257
16491,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6329288.635,1924253.44
16532,2,WHITE BIRCH,BETULA PENDULA,6329372.819,1924509.437
16533,2,WHITE BIRCH,BETULA PENDULA,6329391.136,1924509.171
16753,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330410.123,1923779.44
16855,2,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6329972.451,1923270.114
16888,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330832.299,1922714.028
16893,2,MONTEREY PINE,PINUS RADIATA,6330621.047,1922649.116
16900,2,EUGENIA,SYZYGIUM PANICULATUM,6330575.713,1922750.085
16908,3,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330102.722,1922730.766
16943,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6329873.728,1923016.55
16983,3,GLOSSY PRIVET,LIGUSTRUM LUCIDUM,6330506.065,1922557.063
16986,3,CHINESE ELM,ULMUS PARVIFOLIA,6331059.909,1922479.69
17003,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330884.291,1923227.686
14839,2,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA MUSKOGEE,6333205.343,1926557.699
14849,2,ELM SPECIES,ULMUS SPP.,6332955.887,1926861.322
14852,2,CHINESE ELM,ULMUS PARVIFOLIA,6332896.369,1927011.846
14857,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6334280.149,1926236.438
14862,2,RED IRONBARK,EUCALYPTUS SIDEROXYLON,6334334.803,1926240.641
14872,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6334298.755,1926740.852
14877,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334482.159,1926823.82
14887,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334979.378,1926812.8
14891,2,LONDON PLANE,PLATANUS ACERIFOLIA,6335109.637,1926938.943
14899,2,LONDON PLANE,PLATANUS ACERIFOLIA,6335133.652,1927100.853
14903,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6335039.95,1926893.258
14906,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334917.257,1926867.075
14907,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334871.303,1926866.129
14908,3,LONDON PLANE,PLATANUS ACERIFOLIA,6334838.665,1926909.027
14909,3,MAINDENHAIR TREE,GINKGO BILOBA,6334861.093,1926945.109
14913,3,LONDON PLANE,PLATANUS ACERIFOLIA,6334790.168,1926947.117
14914,3,LONDON PLANE,PLATANUS ACERIFOLIA,6334798.124,1926904.736
14919,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334579.337,1926948.206
14923,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334527.066,1926898.461
14925,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334483.029,1926862.094
14926,2,LONDON PLANE,PLATANUS ACERIFOLIA,6334449.247,1926863.157
14930,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6334305.166,1927016.265
14949,2,LONDON PLANE,PLATANUS ACERIFOLIA,6335139.272,1927245.961
14950,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6335087.335,1927252.363
14959,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6334542.134,1927251.892
14960,2,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6334461.075,1927256.394
14968,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6334260.535,1926856.647
14973,2,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6335433.646,1927263.039
14976,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6335432.833,1927015.595
14981,1,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6335402.049,1926690.091
14984,1,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6335225.881,1926700.814
14994,2,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6335427.349,1926501.361
17046,2,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6331195.603,1923736.099
17049,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331272.313,1923629.052
17051,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331264.32,1923532.532
17055,2,HOLLY OAK,QUERCUS ILEX,6331124.457,1923458.667
17056,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331087.658,1923405.2
17063,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331099.863,1923147.078
17065,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331098.866,1923052.319
17068,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6331094.925,1922916.617
17069,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331096.759,1922867.612
17092,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331135.586,1922844.926
17093,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331135.837,1922880.648
17130,2,HOLLY OAK,QUERCUS ILEX,6331393.844,1923413.702
17143,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6331313.665,1923618.955
17144,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331312.901,1923648.144
17149,2,WHITE BIRCH,BETULA PENDULA,6331506.478,1923782.267
17175,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6331318.37,1924234.08
17192,2,SWEETSHADE,HYMENOSPORUM FLAVUM,6331149.398,1924601.135
17198,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6331619.374,1924354.713
17200,2,JACARANDA,JACARANDA MIMOSIFOLIA,6331619.558,1924268.776
17201,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6331617.291,1924242.811
17202,2,FRUITLESS SWEET GUM,LIQUIDAMBAR STYRACIFULA ROTUNDILOBA,6331616.105,1924197.265
17205,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6331617.906,1924058.409
15994,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6327416.924,1925193.426
15997,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6327394.359,1924993.836
15998,2,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6327363.195,1924885.521
16054,4,MONTEREY PINE,PINUS RADIATA,6330787.138,1924761.586
16069,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6327910.576,1924568.379
16209,2,QUEEN PALM,ARECASTRUM ROMANZOFFIANUM,6327219.248,1924045.899
16245,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6328254.185,1923500.661
16263,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6328016.474,1923675.764
16275,2,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6327795.565,1923813.997
16284,2,CHINESE ELM,ULMUS PARVIFOLIA,6327436.148,1923755.384
20128,3,CAMPHOR TREE,CINNAMOMUM CAMPHORA,6350967.196,1928105.516
20134,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6350997.505,1928026.802
20137,3,ORNAMENTAL PEAR - BR,PYRUS CALLERYANA BRADFORD,6351027.017,1928225.594
20138,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6351036.99,1928279.949
20142,3,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6350957.297,1927755.21
20144,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6350804.989,1927468.986
20150,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6350980.622,1927689.498
20157,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6350849.937,1932390.996
20172,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6350922.011,1932346.223
20176,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6350668.382,1932298.407
20188,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6350466.557,1932399.352
20191,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6350337.841,1932262.027
20196,3,ORNAMENTAL PEAR - BR,PYRUS CALLERYANA BRADFORD,6350147.274,1932339.413
20203,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349918.335,1932256.789
20207,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6349865.375,1932267.671
20208,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349887.645,1932260.75
20211,3,ORNAMENTAL PEAR - BR,PYRUS CALLERYANA BRADFORD,6349795.656,1932416.587
