"ID","Classfication","Period","variable","value"
"2621","Japan",2013,"Leather.Goods",11.2
"2622","Japan",2014,"Leather.Goods",9.3
"2623","Japan",2015,"Leather.Goods",5.5
"2624","Japan",2016,"Leather.Goods",6.5
"2625","China",2001,"Leather.Goods",13
"2626","China",2002,"Leather.Goods",12.9
"2627","China",2003,"Leather.Goods",12.6
"2628","China",2004,"Leather.Goods",7.6
"2629","China",2005,"Leather.Goods",NA
"2630","China",2006,"Leather.Goods",3.1
"2631","China",2007,"Leather.Goods",4.2
"2632","China",2008,"Leather.Goods",NA
"2633","China",2009,"Leather.Goods",5.1
"2634","China",2010,"Leather.Goods",5.3
"2635","China",2011,"Leather.Goods",7
"2636","China",2012,"Leather.Goods",10.9
"2637","China",2013,"Leather.Goods",14.8
"2638","China",2014,"Leather.Goods",16
"2639","China",2015,"Leather.Goods",14.9
"2640","China",2016,"Leather.Goods",11.5
"2641","Hongkong",2001,"Leather.Goods",12.9
"2642","Hongkong",2002,"Leather.Goods",10
"2643","Hongkong",2003,"Leather.Goods",10
"2644","Hongkong",2004,"Leather.Goods",6.8
"2645","Hongkong",2005,"Leather.Goods",NA
"2646","Hongkong",2006,"Leather.Goods",3
"2647","Hongkong",2007,"Leather.Goods",2
"2648","Hongkong",2008,"Leather.Goods",NA
"2649","Hongkong",2009,"Leather.Goods",4.9
"2650","Hongkong",2010,"Leather.Goods",4.5
"2651","Hongkong",2011,"Leather.Goods",7.7
"2652","Hongkong",2012,"Leather.Goods",9.1
"2653","Hongkong",2013,"Leather.Goods",6.1
"2654","Hongkong",2014,"Leather.Goods",5.1
"2655","Hongkong",2015,"Leather.Goods",7.9
"2656","Hongkong",2016,"Leather.Goods",11.5
"2657","Singapore",2001,"Leather.Goods",30
"2658","Singapore",2002,"Leather.Goods",22.4
"2659","Singapore",2003,"Leather.Goods",21.6
"2660","Singapore",2004,"Leather.Goods",14.9
"2661","Singapore",2005,"Leather.Goods",NA
"2662","Singapore",2006,"Leather.Goods",7.1
"2663","Singapore",2007,"Leather.Goods",6.5
"2664","Singapore",2008,"Leather.Goods",NA
"2665","Singapore",2009,"Leather.Goods",7.7
"2666","Singapore",2010,"Leather.Goods",7.3
"2667","Singapore",2011,"Leather.Goods",9.7
"2668","Singapore",2012,"Leather.Goods",8.9
"2669","Singapore",2013,"Leather.Goods",7
"2670","Singapore",2014,"Leather.Goods",9.4
"2671","Singapore",2015,"Leather.Goods",7.8
"2672","Singapore",2016,"Leather.Goods",5.5
"2673","Taiwan",2001,"Leather.Goods",17
"2674","Taiwan",2002,"Leather.Goods",8.9
"2675","Taiwan",2003,"Leather.Goods",9.8
"2676","Taiwan",2004,"Leather.Goods",8.3
"2677","Taiwan",2005,"Leather.Goods",NA
"2678","Taiwan",2006,"Leather.Goods",3.1
"2679","Taiwan",2007,"Leather.Goods",8.8
"2680","Taiwan",2008,"Leather.Goods",NA
"2681","Taiwan",2009,"Leather.Goods",4.7
"2682","Taiwan",2010,"Leather.Goods",3.8
"2683","Taiwan",2011,"Leather.Goods",5.5
"2684","Taiwan",2012,"Leather.Goods",5
"2685","Taiwan",2013,"Leather.Goods",7
"2686","Taiwan",2014,"Leather.Goods",7.7
"2687","Taiwan",2015,"Leather.Goods",9.4
"2688","Taiwan",2016,"Leather.Goods",15
"2689","Thailand",2001,"Leather.Goods",41.6
"2690","Thailand",2002,"Leather.Goods",24.8
"2691","Thailand",2003,"Leather.Goods",22.6
"2692","Thailand",2004,"Leather.Goods",29
"2693","Thailand",2005,"Leather.Goods",NA
"2694","Thailand",2006,"Leather.Goods",15
"2695","Thailand",2007,"Leather.Goods",17.3
"2696","Thailand",2008,"Leather.Goods",NA
"2697","Thailand",2009,"Leather.Goods",6.3
"2698","Thailand",2010,"Leather.Goods",11.1
"2699","Thailand",2011,"Leather.Goods",9
"2700","Thailand",2012,"Leather.Goods",12.4
"2701","Thailand",2013,"Leather.Goods",7.1
"2702","Thailand",2014,"Leather.Goods",7.6
"2703","Thailand",2015,"Leather.Goods",6.1
"2704","Thailand",2016,"Leather.Goods",9
"2705","Malaysia",2001,"Leather.Goods",NA
"2706","Malaysia",2002,"Leather.Goods",NA
"2707","Malaysia",2003,"Leather.Goods",NA
"2708","Malaysia",2004,"Leather.Goods",NA
"2709","Malaysia",2005,"Leather.Goods",NA
"2710","Malaysia",2006,"Leather.Goods",10.1
"2711","Malaysia",2007,"Leather.Goods",13.6
"2712","Malaysia",2008,"Leather.Goods",NA
"2713","Malaysia",2009,"Leather.Goods",11.2
"2714","Malaysia",2010,"Leather.Goods",6.3
"2715","Malaysia",2011,"Leather.Goods",8.6
"2716","Malaysia",2012,"Leather.Goods",11
"2717","Malaysia",2013,"Leather.Goods",12.8
"2718","Malaysia",2014,"Leather.Goods",10.5
"2719","Malaysia",2015,"Leather.Goods",12.9
"2720","Malaysia",2016,"Leather.Goods",12.9
"2721","Australia",2001,"Leather.Goods",11
"2722","Australia",2002,"Leather.Goods",14.3
"2723","Australia",2003,"Leather.Goods",13.2
"2724","Australia",2004,"Leather.Goods",7.7
"2725","Australia",2005,"Leather.Goods",NA
"2726","Australia",2006,"Leather.Goods",6.6
"2727","Australia",2007,"Leather.Goods",6.7
"2728","Australia",2008,"Leather.Goods",NA
"2729","Australia",2009,"Leather.Goods",6.6
"2730","Australia",2010,"Leather.Goods",7.6
"2731","Australia",2011,"Leather.Goods",3.7
"2732","Australia",2012,"Leather.Goods",4
"2733","Australia",2013,"Leather.Goods",3.3
"2734","Australia",2014,"Leather.Goods",2.7
"2735","Australia",2015,"Leather.Goods",3.4
"2736","Australia",2016,"Leather.Goods",2.4
"2737","U.S.A.",2001,"Leather.Goods",27.4
"2738","U.S.A.",2002,"Leather.Goods",20
"2739","U.S.A.",2003,"Leather.Goods",24.5
"2740","U.S.A.",2004,"Leather.Goods",20.8
"2741","U.S.A.",2005,"Leather.Goods",NA
"2742","U.S.A.",2006,"Leather.Goods",10.4
"2743","U.S.A.",2007,"Leather.Goods",10
"2744","U.S.A.",2008,"Leather.Goods",NA
"2745","U.S.A.",2009,"Leather.Goods",5.9
"2746","U.S.A.",2010,"Leather.Goods",4.4
"2747","U.S.A.",2011,"Leather.Goods",5.4
"2748","U.S.A.",2012,"Leather.Goods",5.9
"2749","U.S.A.",2013,"Leather.Goods",4.5
"2750","U.S.A.",2014,"Leather.Goods",3.9
"2751","U.S.A.",2015,"Leather.Goods",4.5
"2752","U.S.A.",2016,"Leather.Goods",4.5
"2753","Canada",2001,"Leather.Goods",15.3
"2754","Canada",2002,"Leather.Goods",12.7
"2755","Canada",2003,"Leather.Goods",16.9
"2756","Canada",2004,"Leather.Goods",12.9
"2757","Canada",2005,"Leather.Goods",NA
"2758","Canada",2006,"Leather.Goods",6.7
"2759","Canada",2007,"Leather.Goods",7.8
"2760","Canada",2008,"Leather.Goods",NA
"2761","Canada",2009,"Leather.Goods",4.1
"2762","Canada",2010,"Leather.Goods",6.7
"2763","Canada",2011,"Leather.Goods",6.5
"2764","Canada",2012,"Leather.Goods",4.1
"2765","Canada",2013,"Leather.Goods",4.5
"2766","Canada",2014,"Leather.Goods",5.1
"2767","Canada",2015,"Leather.Goods",3.2
"2768","Canada",2016,"Leather.Goods",1.5
"2769","U.K.",2001,"Leather.Goods",12.4
"2770","U.K.",2002,"Leather.Goods",14.1
"2771","U.K.",2003,"Leather.Goods",10.1
"2772","U.K.",2004,"Leather.Goods",6.1
"2773","U.K.",2005,"Leather.Goods",NA
"2774","U.K.",2006,"Leather.Goods",5.4
"2775","U.K.",2007,"Leather.Goods",3.2
"2776","U.K.",2008,"Leather.Goods",NA
"2777","U.K.",2009,"Leather.Goods",3.2
"2778","U.K.",2010,"Leather.Goods",4
"2779","U.K.",2011,"Leather.Goods",4.6
"2780","U.K.",2012,"Leather.Goods",4.1
"2781","U.K.",2013,"Leather.Goods",2.6
"2782","U.K.",2014,"Leather.Goods",2.9
"2783","U.K.",2015,"Leather.Goods",1.3
"2784","U.K.",2016,"Leather.Goods",1.6
"2785","Germany",2001,"Leather.Goods",12.8
"2786","Germany",2002,"Leather.Goods",9.2
"2787","Germany",2003,"Leather.Goods",8.6
"2788","Germany",2004,"Leather.Goods",8.8
"2789","Germany",2005,"Leather.Goods",NA
"2790","Germany",2006,"Leather.Goods",3.8
"2791","Germany",2007,"Leather.Goods",4.1
"2792","Germany",2008,"Leather.Goods",NA
"2793","Germany",2009,"Leather.Goods",3
"2794","Germany",2010,"Leather.Goods",3.6
"2795","Germany",2011,"Leather.Goods",3.3
"2796","Germany",2012,"Leather.Goods",4.8
"2797","Germany",2013,"Leather.Goods",1.1
"2798","Germany",2014,"Leather.Goods",1.9
"2799","Germany",2015,"Leather.Goods",1.8
"2800","Germany",2016,"Leather.Goods",0.7
"2801","France",2001,"Leather.Goods",6.6
"2802","France",2002,"Leather.Goods",7.9
"2803","France",2003,"Leather.Goods",5.3
"2804","France",2004,"Leather.Goods",6.1
"2805","France",2005,"Leather.Goods",NA
"2806","France",2006,"Leather.Goods",4.6
"2807","France",2007,"Leather.Goods",6.5
"2808","France",2008,"Leather.Goods",NA
"2809","France",2009,"Leather.Goods",4.4
"2810","France",2010,"Leather.Goods",2.2
"2811","France",2011,"Leather.Goods",2.9
"2812","France",2012,"Leather.Goods",2.3
"2813","France",2013,"Leather.Goods",1.2
"2814","France",2014,"Leather.Goods",2
"2815","France",2015,"Leather.Goods",0.9
"2816","France",2016,"Leather.Goods",0.6
"2817","Russianfed.",2001,"Leather.Goods",31.7
"2818","Russianfed.",2002,"Leather.Goods",34.8
"2819","Russianfed.",2003,"Leather.Goods",26.1
"2820","Russianfed.",2004,"Leather.Goods",17.4
"2821","Russianfed.",2005,"Leather.Goods",NA
"2822","Russianfed.",2006,"Leather.Goods",9.5
"2823","Russianfed.",2007,"Leather.Goods",6.5
"2824","Russianfed.",2008,"Leather.Goods",NA
"2825","Russianfed.",2009,"Leather.Goods",5.2
"2826","Russianfed.",2010,"Leather.Goods",3.6
"2827","Russianfed.",2011,"Leather.Goods",5.2
"2828","Russianfed.",2012,"Leather.Goods",4.2
"2829","Russianfed.",2013,"Leather.Goods",6.8
"2830","Russianfed.",2014,"Leather.Goods",7.1
"2831","Russianfed.",2015,"Leather.Goods",6.3
"2832","Russianfed.",2016,"Leather.Goods",7.8
"2833","Middleeast",2001,"Leather.Goods",NA
"2834","Middleeast",2002,"Leather.Goods",NA
"2835","Middleeast",2003,"Leather.Goods",NA
"2836","Middleeast",2004,"Leather.Goods",NA
"2837","Middleeast",2005,"Leather.Goods",NA
"2838","Middleeast",2006,"Leather.Goods",9.5
"2839","Middleeast",2007,"Leather.Goods",8
"2840","Middleeast",2008,"Leather.Goods",NA
"2841","Middleeast",2009,"Leather.Goods",6
"2842","Middleeast",2010,"Leather.Goods",8.2
"2843","Middleeast",2011,"Leather.Goods",6.2
"2844","Middleeast",2012,"Leather.Goods",8.6
"2845","Middleeast",2013,"Leather.Goods",5
"2846","Middleeast",2014,"Leather.Goods",3
"2847","Middleeast",2015,"Leather.Goods",5.5
"2848","Middleeast",2016,"Leather.Goods",5
"2849","India",2001,"Leather.Goods",NA
"2850","India",2002,"Leather.Goods",NA
"2851","India",2003,"Leather.Goods",NA
"2852","India",2004,"Leather.Goods",NA
"2853","India",2005,"Leather.Goods",NA
"2854","India",2006,"Leather.Goods",NA
"2855","India",2007,"Leather.Goods",NA
"2856","India",2008,"Leather.Goods",NA
"2857","India",2009,"Leather.Goods",13.7
"2858","India",2010,"Leather.Goods",13.2
"2859","India",2011,"Leather.Goods",13.4
"2860","India",2012,"Leather.Goods",9.9
"2861","India",2013,"Leather.Goods",12.3
"2862","India",2014,"Leather.Goods",6.9
"2863","India",2015,"Leather.Goods",8.4
"2864","India",2016,"Leather.Goods",6.4
"2865","Others",2001,"Leather.Goods",20
"2866","Others",2002,"Leather.Goods",12
"2867","Others",2003,"Leather.Goods",15.3
"2868","Others",2004,"Leather.Goods",13.5
"2869","Others",2005,"Leather.Goods",NA
"2870","Others",2006,"Leather.Goods",7.1
"2871","Others",2007,"Leather.Goods",10.1
"2872","Others",2008,"Leather.Goods",NA
"2873","Others",2009,"Leather.Goods",5
"2874","Others",2010,"Leather.Goods",5.4
"2875","Others",2011,"Leather.Goods",5.4
"2876","Others",2012,"Leather.Goods",4.3
"2877","Others",2013,"Leather.Goods",4.7
"2878","Others",2014,"Leather.Goods",3.9
"2879","Others",2015,"Leather.Goods",3.8
"2880","Others",2016,"Leather.Goods",4
"2881","Whole",2001,"Shoes",20.4
"2882","Whole",2002,"Shoes",18.5
"2883","Whole",2003,"Shoes",18.2
"2884","Whole",2004,"Shoes",14.4
"2885","Whole",2005,"Shoes",15.6
"2886","Whole",2006,"Shoes",NA
"2887","Whole",2007,"Shoes",9.8
"2888","Whole",2008,"Shoes",9.4
"2889","Whole",2009,"Shoes",12.4
"2890","Whole",2010,"Shoes",15.3
"2891","Whole",2011,"Shoes",13.3
"2892","Whole",2012,"Shoes",17.5
"2893","Whole",2013,"Shoes",14.4
"2894","Whole",2014,"Shoes",14.3
"2895","Whole",2015,"Shoes",14.6
"2896","Whole",2016,"Shoes",16
"2897","Japan",2001,"Shoes",19.6
"2898","Japan",2002,"Shoes",17.8
"2899","Japan",2003,"Shoes",12
"2900","Japan",2004,"Shoes",11.4
"2901","Japan",2005,"Shoes",12.5
"2902","Japan",2006,"Shoes",NA
"2903","Japan",2007,"Shoes",7
"2904","Japan",2008,"Shoes",7.6
"2905","Japan",2009,"Shoes",11.8
"2906","Japan",2010,"Shoes",10.4
"2907","Japan",2011,"Shoes",11.2
"2908","Japan",2012,"Shoes",15.4
"2909","Japan",2013,"Shoes",13
"2910","Japan",2014,"Shoes",11.4
"2911","Japan",2015,"Shoes",8.3
"2912","Japan",2016,"Shoes",10.4
"2913","China",2001,"Shoes",22.1
"2914","China",2002,"Shoes",14.6
"2915","China",2003,"Shoes",17.7
"2916","China",2004,"Shoes",10.8
"2917","China",2005,"Shoes",11.6
"2918","China",2006,"Shoes",NA
"2919","China",2007,"Shoes",10.6
"2920","China",2008,"Shoes",10.5
"2921","China",2009,"Shoes",13.9
"2922","China",2010,"Shoes",19.9
"2923","China",2011,"Shoes",14.6
"2924","China",2012,"Shoes",21.4
"2925","China",2013,"Shoes",13.5
"2926","China",2014,"Shoes",12.2
"2927","China",2015,"Shoes",12.9
"2928","China",2016,"Shoes",16.2
"2929","Hongkong",2001,"Shoes",32
"2930","Hongkong",2002,"Shoes",23.9
"2931","Hongkong",2003,"Shoes",16.8
"2932","Hongkong",2004,"Shoes",13
"2933","Hongkong",2005,"Shoes",13.7
"2934","Hongkong",2006,"Shoes",NA
"2935","Hongkong",2007,"Shoes",10
"2936","Hongkong",2008,"Shoes",10.9
"2937","Hongkong",2009,"Shoes",14.9
"2938","Hongkong",2010,"Shoes",18.2
"2939","Hongkong",2011,"Shoes",14.3
"2940","Hongkong",2012,"Shoes",19.5
"2941","Hongkong",2013,"Shoes",18.4
"2942","Hongkong",2014,"Shoes",20.9
"2943","Hongkong",2015,"Shoes",23.4
"2944","Hongkong",2016,"Shoes",23.6
"2945","Singapore",2001,"Shoes",23.9
"2946","Singapore",2002,"Shoes",20.7
"2947","Singapore",2003,"Shoes",29.1
"2948","Singapore",2004,"Shoes",20.9
"2949","Singapore",2005,"Shoes",22.2
"2950","Singapore",2006,"Shoes",NA
"2951","Singapore",2007,"Shoes",8.6
"2952","Singapore",2008,"Shoes",11.8
"2953","Singapore",2009,"Shoes",15.9
"2954","Singapore",2010,"Shoes",22.3
"2955","Singapore",2011,"Shoes",21.1
"2956","Singapore",2012,"Shoes",22.9
"2957","Singapore",2013,"Shoes",20.8
"2958","Singapore",2014,"Shoes",22.8
"2959","Singapore",2015,"Shoes",20.6
"2960","Singapore",2016,"Shoes",23.7
"2961","Taiwan",2001,"Shoes",11.7
"2962","Taiwan",2002,"Shoes",9.8
"2963","Taiwan",2003,"Shoes",8.7
"2964","Taiwan",2004,"Shoes",10.7
"2965","Taiwan",2005,"Shoes",9.9
"2966","Taiwan",2006,"Shoes",NA
"2967","Taiwan",2007,"Shoes",7.3
"2968","Taiwan",2008,"Shoes",7.7
"2969","Taiwan",2009,"Shoes",13.1
"2970","Taiwan",2010,"Shoes",16.1
"2971","Taiwan",2011,"Shoes",9.5
"2972","Taiwan",2012,"Shoes",20.9
"2973","Taiwan",2013,"Shoes",12.5
"2974","Taiwan",2014,"Shoes",14.5
"2975","Taiwan",2015,"Shoes",18.5
"2976","Taiwan",2016,"Shoes",14.3
"2977","Thailand",2001,"Shoes",44.9
"2978","Thailand",2002,"Shoes",27.3
"2979","Thailand",2003,"Shoes",29.2
"2980","Thailand",2004,"Shoes",35.1
"2981","Thailand",2005,"Shoes",33.7
"2982","Thailand",2006,"Shoes",NA
"2983","Thailand",2007,"Shoes",20.7
"2984","Thailand",2008,"Shoes",18.4
"2985","Thailand",2009,"Shoes",16.9
"2986","Thailand",2010,"Shoes",19.5
"2987","Thailand",2011,"Shoes",17.5
"2988","Thailand",2012,"Shoes",21.7
"2989","Thailand",2013,"Shoes",28.9
"2990","Thailand",2014,"Shoes",30.5
"2991","Thailand",2015,"Shoes",29.1
"2992","Thailand",2016,"Shoes",40
"2993","Malaysia",2001,"Shoes",NA
"2994","Malaysia",2002,"Shoes",NA
"2995","Malaysia",2003,"Shoes",NA
"2996","Malaysia",2004,"Shoes",NA
"2997","Malaysia",2005,"Shoes",22
"2998","Malaysia",2006,"Shoes",NA
"2999","Malaysia",2007,"Shoes",15.2
"3000","Malaysia",2008,"Shoes",9.9
"3001","Malaysia",2009,"Shoes",15.8
"3002","Malaysia",2010,"Shoes",29.7
"3003","Malaysia",2011,"Shoes",33.3
"3004","Malaysia",2012,"Shoes",29.5
"3005","Malaysia",2013,"Shoes",22.3
"3006","Malaysia",2014,"Shoes",25.4
"3007","Malaysia",2015,"Shoes",30.7
"3008","Malaysia",2016,"Shoes",22.4
"3009","Australia",2001,"Shoes",16
"3010","Australia",2002,"Shoes",13.3
"3011","Australia",2003,"Shoes",10.4
"3012","Australia",2004,"Shoes",17.2
"3013","Australia",2005,"Shoes",18.9
"3014","Australia",2006,"Shoes",NA
"3015","Australia",2007,"Shoes",12.1
"3016","Australia",2008,"Shoes",9
"3017","Australia",2009,"Shoes",8.6
"3018","Australia",2010,"Shoes",18.6
"3019","Australia",2011,"Shoes",16.8
"3020","Australia",2012,"Shoes",21.5
"3021","Australia",2013,"Shoes",8.8
"3022","Australia",2014,"Shoes",15.3
"3023","Australia",2015,"Shoes",14.1
"3024","Australia",2016,"Shoes",12.3
"3025","U.S.A.",2001,"Shoes",16.1
"3026","U.S.A.",2002,"Shoes",18.9
"3027","U.S.A.",2003,"Shoes",25.7
"3028","U.S.A.",2004,"Shoes",15
"3029","U.S.A.",2005,"Shoes",23.1
"3030","U.S.A.",2006,"Shoes",NA
"3031","U.S.A.",2007,"Shoes",7.9
"3032","U.S.A.",2008,"Shoes",5.7
"3033","U.S.A.",2009,"Shoes",8.7
"3034","U.S.A.",2010,"Shoes",15
"3035","U.S.A.",2011,"Shoes",12.3
"3036","U.S.A.",2012,"Shoes",11.1
"3037","U.S.A.",2013,"Shoes",12.4
"3038","U.S.A.",2014,"Shoes",12.1
"3039","U.S.A.",2015,"Shoes",10.4
"3040","U.S.A.",2016,"Shoes",9.8
"3041","Canada",2001,"Shoes",19.8
"3042","Canada",2002,"Shoes",24.3
"3043","Canada",2003,"Shoes",31.3
"3044","Canada",2004,"Shoes",19.6
"3045","Canada",2005,"Shoes",23.1
"3046","Canada",2006,"Shoes",NA
"3047","Canada",2007,"Shoes",14.4
"3048","Canada",2008,"Shoes",12.1
"3049","Canada",2009,"Shoes",13.5
"3050","Canada",2010,"Shoes",12.6
"3051","Canada",2011,"Shoes",13.1
"3052","Canada",2012,"Shoes",10.3
"3053","Canada",2013,"Shoes",14.7
"3054","Canada",2014,"Shoes",12.9
"3055","Canada",2015,"Shoes",12.4
"3056","Canada",2016,"Shoes",10.7
"3057","U.K.",2001,"Shoes",14.9
"3058","U.K.",2002,"Shoes",15.6
"3059","U.K.",2003,"Shoes",12.8
"3060","U.K.",2004,"Shoes",10.2
"3061","U.K.",2005,"Shoes",14.3
"3062","U.K.",2006,"Shoes",NA
