"X","Y","ID","DISTRICT","PROPERTY","PROPERTYID","AREA","LOCATION","ZONE","ON_ADR","ON_STREET","PROP_ADR","PROP_STREET","SIDE","SITE","SIDEWALK","UTILITY","EXT","FICTITIOUS","BOTANICAL_NAME","COMMON_NAME","DBH","EXACT_DBH","HEIGHT","EXACT_HEIGHT","CONDITION","GPSDATE","NOTES","PARKWAY_TY","PARKWAY_SI","TRUNKS","RECMAINT","REMOVAL_RE","TREEID","UUSER","UDATE","STATUS","RECVER","TVALUE","ADDRID","RSPECIES","CROWN","HARDSCAPE","RIGHTOFWAY","INSPECTED","INSPECTOR","UT_ORG","COLLECTOR","CONDITION_FACTOR","TREETAG","TARGET_RAT","SW_ORG","DATAFILE","REMREASON","RECMAINTYEAR","SITEID","PROPWORKCODE","PROPSUBCODE","PROPCOST","PROPHOURS","PESTDISEASE","PRUNINGFREQ","MAINTYEAR","PRUNINGSEASON","REMOVALREASON","REQUIREDMAINT","BOTANICAL","COMMON","ON_STREET","PROP_STREET","LOCNFACTOR","X","Y","OBSERVATION","CONFLICT",
"-13173979.6997861","4015402.21969621","4943","","","0","","","","","145th street","","","Median","2","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","11","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13173979.6997861","4015402.21969621","4944","","","0","","","","","145th street","","","Median","3","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","12","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13173979.6997861","4015402.21969621","4945","","","0","","","","","145th street","","","Median","4","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","13","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9429522","4015362.10858878","4946","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","14","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4947","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","15","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9640913","4015357.3713911","4948","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Chionanthus retusus","Chinese Fringe Tree","","","","","NA","","","","","","NA","","16","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9640913","4015357.3713911","4949","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Chionanthus retusus","Chinese Fringe Tree","","","","","NA","","","","","","NA","","17","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4950","","","0","","","","","Hawthorne Blvd","","","Median","1","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","18","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4951","","","0","","","","","Hawthorne Blvd","","","Median","2","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","19","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4952","","","0","","","","","Hawthorne Blvd","","","Median","3","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","20","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4953","","","0","","","","","Hawthorne Blvd","","","Median","4","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","21","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4954","","","0","","","","","Hawthorne Blvd","","","Median","5","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","22","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4955","","","0","","","","","Hawthorne Blvd","","","Median","6","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","23","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4956","","","0","","","","","Hawthorne Blvd","","","Median","7","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","24","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174950.9535218","4015359.73998914","4957","","","0","","","","","Hawthorne Blvd","","","Median","8","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","25","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174914.613502","4015264.83238691","4958","","","0","","","","","Hawthorne Blvd","","","Median","1","False","False","","False","Metrosideros excelsa","New Zealand Christmas Tree","","","","","NA","","","","","","NA","","26","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174914.613502","4015264.83238691","4959","","","0","","","","","Hawthorne Blvd","","","Median","2","False","False","","False","Metrosideros excelsa","New Zealand Christmas Tree","","","","","NA","","","","","","NA","","27","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174914.613502","4015264.83238691","4960","","","0","","","","","Hawthorne Blvd","","","Median","3","False","False","","False","Metrosideros excelsa","New Zealand Christmas Tree","","","","","NA","","","","","","NA","","28","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174914.7191978","4015241.14661399","4961","","","0","","","","","Hawthorne Blvd","","","Median","1","False","False","","False","Metrosideros excelsa","New Zealand Christmas Tree","","","","","NA","","","","","","NA","","29","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174914.7191978","4015241.14661399","4962","","","0","","","","","Hawthorne Blvd","","","Median","2","False","False","","False","Metrosideros excelsa","New Zealand Christmas Tree","","","","","NA","","","","","","NA","","30","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174951.4502917","4015248.41639149","4963","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","31","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174951.4714309","4015243.67923978","4964","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","32","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174951.4820004","4015241.31066466","4965","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","33","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174951.4820004","4015241.31066466","4966","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","34","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4967","","","0","","","","","Hawthorne Blvd","","","Median","1","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","35","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4968","","","0","","","","","Hawthorne Blvd","","","Median","2","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","36","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4969","","","0","","","","","Hawthorne Blvd","","","Median","3","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","37","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4970","","","0","","","","","Hawthorne Blvd","","","Median","4","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","38","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4971","","","0","","","","","Hawthorne Blvd","","","Median","5","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","39","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4972","","","0","","","","","Hawthorne Blvd","","","Median","6","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","40","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4973","","","0","","","","","Hawthorne Blvd","","","Median","7","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","41","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174915.8961937","4014976.66543361","4974","","","0","","","","","Hawthorne Blvd","","","Median","8","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","42","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174916.7637336","4014796.77834086","4975","","","0","","","","","Hawthorne Blvd","","","Median","1","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","43","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174916.7637336","4014796.77834086","4976","","","0","","","","","Hawthorne Blvd","","","Median","2","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","44","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174916.7637336","4014796.77834086","4977","","","0","","","","","Hawthorne Blvd","","","Median","3","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","45","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174916.7637336","4014796.77834086","4978","","","0","","","","","Hawthorne Blvd","","","Median","4","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","46","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174916.7637336","4014796.77834086","4979","","","0","","","","","Hawthorne Blvd","","","Median","5","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","47","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174916.7637336","4014796.77834086","4980","","","0","","","","","Hawthorne Blvd","","","Median","6","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","48","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174916.7637336","4014796.77834086","4981","","","0","","","","","Hawthorne Blvd","","","Median","7","False","False","","False","Liquidambar styraciflua","American Sweet Gum","","","","","NA","","","","","","NA","","49","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.0874393","4015105.41701046","4982","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","50","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.0874393","4015105.41701046","4983","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","51","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.0980088","4015103.03573098","4984","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","52","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174933.3164482","4012458.82653511","4985","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","53","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.1297175","4015095.8918944","4986","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","54","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.5419309","4015003.02242264","4987","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","55","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.56307","4014998.25990458","4988","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","56","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.6159178","4014986.35362707","4989","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","57","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.6159178","4014986.35362707","4990","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","58","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.6899048","4014969.6848558","4991","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","59","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174952.6899048","4014969.6848558","4992","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","60","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.1295073","4014871.87266431","4993","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","61","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.1295073","4014871.87266431","4994","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","62","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.1295073","4014871.87266431","4995","","","0","","","","","Hawthorne Blvd","","","Front","3","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","63","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.6294493","4014777.145881","4996","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","64","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.6294493","4014777.145881","4997","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","65","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.7108352","4014761.72532037","4998","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","66","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.7108352","4014761.72532037","4999","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","67","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.8038476","4014744.10184678","5000","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","68","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174953.8038476","4014744.10184678","5001","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","69","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.3609382","4014634.60874442","5002","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","70","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.3609382","4014634.60874442","5003","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","71","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.3609382","4014634.60874442","5004","","","0","","","","","Hawthorne Blvd","","","Front","3","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","72","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.8999845","4014485.24465854","5005","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","73","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.8999845","4014485.24465854","5006","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","74","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.8999845","4014485.24465854","5007","","","0","","","","","Hawthorne Blvd","","","Front","3","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","75","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.8999845","4014485.24465854","5008","","","0","","","","","Hawthorne Blvd","","","Front","4","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","76","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.8999845","4014485.24465854","5009","","","0","","","","","Hawthorne Blvd","","","Front","5","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","77","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.9105541","4014482.31596963","5010","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","78","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.9105541","4014482.31596963","5011","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","79","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.9951103","4014458.88649636","5012","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","80","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.9951103","4014458.88649636","5013","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","81","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.9951103","4014458.88649636","5014","","","0","","","","","Hawthorne Blvd","","","Front","3","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","82","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174954.9951103","4014458.88649636","5015","","","0","","","","","Hawthorne Blvd","","","Front","4","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","83","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174955.4596321","4014333.15301233","5016","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","84","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174955.4596321","4014333.15301233","5017","","","0","","","","","Hawthorne Blvd","","","Front","2","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","85","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174955.4596321","4014333.15301233","5018","","","0","","","","","Hawthorne Blvd","","","Front","3","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","86","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174955.6133876","4014306.3976093","5019","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","87","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"-13174955.6518264","4014299.70876832","5020","","","0","","","","","Hawthorne Blvd","","","Front","1","False","False","","False","Platanus racemosa","California Sycamore","","","","","NA","","","","","","NA","","88","ArborPro","8/26/2015","1","1","0","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
